registry_entry_id,legacy_cluster_id,source_global_signal_cluster_id,registry_source,representative_expression,canonical_expression,candidate_id,first_seen_phase,source_arm,source_seed,source_generator,source_lane,field_list,operator_families,strict_mean_one_way_turnover,portfolio_replay_avg_one_way_turnover,portfolio_replay_long_only_sortino,strict_cost_adjusted_sortino
registry_064,phase3c_cluster_046,,phase3D_cumulative_previous_103,"CSRank(ZScore(Mul(ZScore(Mean(Abs(Delta($turnover_rate,1)),10)),ZScore(Mean(Abs(Delta($close,1)),20)))))","CSRank(ZScore(Mul(ZScore(Mean(Abs(Delta($turnover_rate,1)),10)),ZScore(Mean(Abs(Delta($close,1)),20)))))",fgv2-signal_state-358397896597,,,Phase3C_SM_mixed,,formula_gen_v2_defined,"['$close', '$turnover_rate']","['Abs', 'CSRank', 'Delta', 'Mean', 'Mul', 'ZScore']",,,,
registry_065,phase3c_cluster_050,,phase3D_cumulative_previous_103,"CSRank(Mul(ZScore(Delta($final_float_market_cap,21)),ZScore(Delta($close,21))))","CSRank(Mul(ZScore(Delta($final_float_market_cap,21)),ZScore(Delta($close,21))))",stockpit-cem_adaptive_grammar-403c9200612d,,,Phase3C_PD_defined_motifs,,r0_cem_led,"['$close', '$final_float_market_cap']","['CSRank', 'Delta', 'Mul', 'ZScore']",,,,
registry_066,phase3c_cluster_051,,phase3D_cumulative_previous_103,"CSRank(Mul(ZScore($final_float_market_cap),Mul(CSRank($turnover_rate),CSRank($vwap))))","CSRank(Mul(ZScore($final_float_market_cap),Mul(CSRank($turnover_rate),CSRank($vwap))))",agnostic-freeform-30bca815e518,,,Phase3C_PO_open_ended,,replay_aware_residual,"['$final_float_market_cap', '$turnover_rate', '$vwap']","['CSRank', 'Mul', 'ZScore']",,,,
registry_067,phase3c_cluster_053,,phase3D_cumulative_previous_103,"CSRank(Mul(CSRank($final_float_market_cap),Mul(CSRank(Mean($final_total_market_cap,5)),ZScore(Std($vwap,2)))))","CSRank(Mul(CSRank($final_float_market_cap),Mul(CSRank(Mean($final_total_market_cap,5)),ZScore(Std($vwap,2)))))",agnostic-freeform-cdc9fe6628e3,,,Phase3C_SO_open_ended,,agnostic_freeform_ast,"['$final_float_market_cap', '$final_total_market_cap', '$vwap']","['CSRank', 'Mean', 'Mul', 'Std', 'ZScore']",,,,
registry_068,phase3c_cluster_054,,phase3D_cumulative_previous_103,"Neg(CSRank(Mul(ZScore(Delta($final_float_market_cap,21)),ZScore(Delta($close,5)))))","Neg(CSRank(Mul(ZScore(Delta($final_float_market_cap,21)),ZScore(Delta($close,5)))))",stockpit-cem_adaptive_grammar-dcaf318c9ffa,,,Phase3C_PD_defined_motifs,,r0_cem_led,"['$close', '$final_float_market_cap']","['CSRank', 'Delta', 'Mul', 'Neg', 'ZScore']",,,,
registry_069,phase3c_cluster_060,,phase3D_cumulative_previous_103,"CSRank(ZScore(Mul(ZScore(Mean(Delta($vwap,1),20)),Mean(Mul(Sign(Delta($close,1)),Sign(Delta($volume,1))),20))))","CSRank(ZScore(Mul(ZScore(Mean(Delta($vwap,1),20)),Mean(Mul(Sign(Delta($close,1)),Sign(Delta($volume,1))),20))))",fgv2-signal_confirm-1f5a2b95febe,,,Phase3C_PD_defined_motifs,,formula_gen_v2_defined,"['$close', '$volume', '$vwap']","['CSRank', 'Delta', 'Mean', 'Mul', 'Sign', 'ZScore']",,,,
registry_070,phase3c_cluster_063,,phase3D_cumulative_previous_103,"CSRank(Mul(CSRank(Mean(Abs(Delta($turnover_rate,1)),5)),Mul(ZScore(Mean($low,21)),ZScore($close))))","CSRank(Mul(CSRank(Mean(Abs(Delta($turnover_rate,1)),5)),Mul(ZScore(Mean($low,21)),ZScore($close))))",agnostic-freeform-93a811bfe53c,,,Phase3C_PM_mixed,,agnostic_freeform_ast,"['$close', '$low', '$turnover_rate']","['Abs', 'CSRank', 'Delta', 'Mean', 'Mul', 'ZScore']",,,,
registry_071,phase3c_cluster_067,,phase3D_cumulative_previous_103,"Neg(CSRank(Mul(ZScore(Delta($amount,5)),ZScore(Delta($final_float_market_cap,21)))))","Neg(CSRank(Mul(ZScore(Delta($amount,5)),ZScore(Delta($final_float_market_cap,21)))))",stockpit-cem_adaptive_grammar-bbfcaca9c0ca,,,Phase3C_SD_defined_motifs,,r0_cem_led,"['$amount', '$final_float_market_cap']","['CSRank', 'Delta', 'Mul', 'Neg', 'ZScore']",,,,
registry_072,phase3c_cluster_069,,phase3D_cumulative_previous_103,"CSRank(Div(Sub($open,Mean($vwap,21)),Mean(Abs($ret),2)))","CSRank(Div(Sub($open,Mean($vwap,21)),Mean(Abs($ret),2)))",stockpit-ast_evolutionary_mutation-48c6145d2a67,,,Phase3C_S0_stable_control,,r0_cem_led,"['$open', '$ret', '$vwap']","['Abs', 'CSRank', 'Div', 'Mean', 'Sub']",,,,
registry_073,phase3c_cluster_072,,phase3D_cumulative_previous_103,"CSRank(Mul(ZScore(Mean($close,5)),ZScore(Mean(Abs(Delta($turnover_rate,1)),2))))","CSRank(Mul(ZScore(Mean($close,5)),ZScore(Mean(Abs(Delta($turnover_rate,1)),2))))",agnostic-freeform-ff42148e081c,,,Phase3C_SO_open_ended,,agnostic_freeform_ast,"['$close', '$turnover_rate']","['Abs', 'CSRank', 'Delta', 'Mean', 'Mul', 'ZScore']",,,,
registry_074,phase3c_cluster_074,,phase3D_cumulative_previous_103,"CSRank(Mul(Sign(Delta($close,13)),Mul(Sign(Mean($vwap,13)),ZScore(Mean($high,21)))))","CSRank(Mul(Sign(Delta($close,13)),Mul(Sign(Mean($vwap,13)),ZScore(Mean($high,21)))))",agnostic-freeform-7259caa46e95,,,Phase3C_SM_mixed,,agnostic_freeform_ast,"['$close', '$high', '$vwap']","['CSRank', 'Delta', 'Mean', 'Mul', 'Sign', 'ZScore']",,,,
registry_075,phase3c_cluster_079,,phase3D_cumulative_previous_103,"CSRank(Sub(Sign(Mom($amount,5)),ZScore(Delta($turnover_rate,13))))","CSRank(Sub(Sign(Mom($amount,5)),ZScore(Delta($turnover_rate,13))))",agnostic-freeform-aaf090faa76a,,,Phase3C_PM_mixed,,agnostic_freeform_ast,"['$amount', '$turnover_rate']","['CSRank', 'Delta', 'Mom', 'Sign', 'Sub', 'ZScore']",,,,
registry_076,phase3c_cluster_081,,phase3D_cumulative_previous_103,"CSRank(CSResidual(CSRank(Delta($amount,21)),CSRank(Delta($final_float_market_cap,5))))","CSRank(CSResidual(CSRank(Delta($amount,21)),CSRank(Delta($final_float_market_cap,5))))",stockpit-cem_adaptive_grammar-f441729186b0,,,Phase3C_PO_open_ended,,r0_cem_led,"['$amount', '$final_float_market_cap']","['CSRank', 'CSResidual', 'Delta']",,,,
registry_077,phase3c_cluster_083,,phase3D_cumulative_previous_103,"CSRank(CSResidual(CSRank(Std($final_float_market_cap,5)),CSRank(Std($volume,21))))","CSRank(CSResidual(CSRank(Std($final_float_market_cap,5)),CSRank(Std($volume,21))))",stockpit-cem_adaptive_grammar-54dd3bc3ad51,,,Phase3C_S0_stable_control,,r0_cem_led,"['$final_float_market_cap', '$volume']","['CSRank', 'CSResidual', 'Std']",,,,
registry_078,phase3c_cluster_087,,phase3D_cumulative_previous_103,"CSRank(CSResidual(CSRank(Delta($final_float_market_cap,5)),CSRank(Delta($amount,5))))","CSRank(CSResidual(CSRank(Delta($final_float_market_cap,5)),CSRank(Delta($amount,5))))",stockpit-cem_adaptive_grammar-3f0460244fb6,,,Phase3C_PO_open_ended,,r0_cem_led,"['$amount', '$final_float_market_cap']","['CSRank', 'CSResidual', 'Delta']",,,,
registry_079,phase3c_cluster_089,,phase3D_cumulative_previous_103,"Neg(CSRank(CSResidual(CSRank(Mean(Abs($volume),5)),CSRank(Mean(Abs($volume),21)))))","Neg(CSRank(CSResidual(CSRank(Mean(Abs($volume),5)),CSRank(Mean(Abs($volume),21)))))",stockpit-cem_adaptive_grammar-df822c33075b,,,Phase3C_SD_defined_motifs,,r0_cem_led,['$volume'],"['Abs', 'CSRank', 'CSResidual', 'Mean', 'Neg']",,,,
registry_080,phase3c_cluster_091,,phase3D_cumulative_previous_103,"CSRank(CSResidual(CSRank(Delta($final_float_market_cap,21)),CSRank(Delta($close,1))))","CSRank(CSResidual(CSRank(Delta($final_float_market_cap,21)),CSRank(Delta($close,1))))",stockpit-cem_adaptive_grammar-207a79bd26c1,,,Phase3C_SM_mixed,,r0_cem_led,"['$close', '$final_float_market_cap']","['CSRank', 'CSResidual', 'Delta']",,,,
registry_081,phase3c_cluster_093,,phase3D_cumulative_previous_103,"Neg(CSRank(Mul(ZScore(Std($amount,21)),ZScore(Std($volume,5)))))","Neg(CSRank(Mul(ZScore(Std($amount,21)),ZScore(Std($volume,5)))))",stockpit-cem_adaptive_grammar-e1f023b2bbe4,,,Phase3C_PM_mixed,,r0_cem_led,"['$amount', '$volume']","['CSRank', 'Mul', 'Neg', 'Std', 'ZScore']",,,,
registry_082,phase3d_cluster_003,,phase3D_cumulative_previous_103,"CSRank(Mul(ZScore(Neg(CSRank($close))),ZScore(Neg(CSRank(Mean(Abs($ret),8))))))","CSRank(Mul(ZScore(Neg(CSRank($close))),ZScore(Neg(CSRank(Mean(Abs($ret),8))))))",stockpit-ast_evolutionary_mutation-cc3203844d33,Phase3D,Phase3D_D3_SM_no_defined_direct,Phase3D_D3_SM_no_defined_direct,r0_cem_led,,"['$close', '$ret']","['Abs', 'CSRank', 'Mean', 'Mul', 'Neg', 'ZScore']",,,1.239563,
registry_083,phase3d_cluster_004,,phase3D_cumulative_previous_103,"CSRank(Mul(CSRank(Mean(Abs(Delta($low,1)),34)),Mul(CSRank(Mean(Abs(Delta($final_float_market_cap,1)),13)),Sign($final_total_market_cap))))","CSRank(Mul(CSRank(Mean(Abs(Delta($low,1)),34)),Mul(CSRank(Mean(Abs(Delta($final_float_market_cap,1)),13)),Sign($final_total_market_cap))))",agnostic-freeform-9b9108d72ef1,Phase3D,Phase3D_D3_SM_no_defined_direct,Phase3D_D3_SM_no_defined_direct,agnostic_freeform_ast,,"['$final_float_market_cap', '$final_total_market_cap', '$low']","['Abs', 'CSRank', 'Delta', 'Mean', 'Mul', 'Sign']",,,1.173608,
registry_084,phase3d_cluster_005,,phase3D_cumulative_previous_103,"CSRank(Mul(Sign(ZScore(Mean($low,34))),Mul(ZScore(Mean($low,34)),ZScore(Mean($low,34)))))","CSRank(Mul(Sign(ZScore(Mean($low,34))),Mul(ZScore(Mean($low,34)),ZScore(Mean($low,34)))))",agnostic-freeform-0f093cdd2298,Phase3D,Phase3D_D1_SM_open_repair,Phase3D_D1_SM_open_repair,agnostic_freeform_ast,,['$low'],"['CSRank', 'Mean', 'Mul', 'Sign', 'ZScore']",,,1.254644,
registry_085,phase3d_cluster_008,,phase3D_cumulative_previous_103,"CSRank(Mul(ZScore(Delta($vwap,34)),ZScore(Mean($vwap,13))))","CSRank(Mul(ZScore(Delta($vwap,34)),ZScore(Mean($vwap,13))))",agnostic-freeform-b641fde5349b,Phase3D,Phase3D_D0_SM_current_control,Phase3D_D0_SM_current_control,agnostic_freeform_ast,,['$vwap'],"['CSRank', 'Delta', 'Mean', 'Mul', 'ZScore']",,,1.307652,
registry_086,phase3d_cluster_009,,phase3D_cumulative_previous_103,"CSRank(Sub(CSRank(Mean(Abs(Delta($vwap,1)),8)),Sign(Delta($low,13))))","CSRank(Sub(CSRank(Mean(Abs(Delta($vwap,1)),8)),Sign(Delta($low,13))))",agnostic-freeform-58915c2d9b95,Phase3D,Phase3D_D0_SM_current_control,Phase3D_D0_SM_current_control,agnostic_freeform_ast,,"['$low', '$vwap']","['Abs', 'CSRank', 'Delta', 'Mean', 'Sign', 'Sub']",,,1.294015,
registry_087,phase3d_cluster_013,,phase3D_cumulative_previous_103,"CSRank(Sub(ZScore($low),CSRank(Mom($low,5))))","CSRank(Sub(ZScore($low),CSRank(Mom($low,5))))",agnostic-freeform-884772ec77bf,Phase3D,Phase3D_D3_SM_no_defined_direct,Phase3D_D3_SM_no_defined_direct,agnostic_freeform_ast,,['$low'],"['CSRank', 'Mom', 'Sub', 'ZScore']",,,1.211966,
registry_088,phase3d_cluster_014,,phase3D_cumulative_previous_103,"CSRank(Mul(Neg(CSRank(Mul(ZScore(Delta($amount,5)),ZScore(Delta($close,21))))),Corr(Delta($amount,1),Delay(Delta($amount,1),1),10)))","CSRank(Mul(Neg(CSRank(Mul(ZScore(Delta($amount,5)),ZScore(Delta($close,21))))),Corr(Delta($amount,1),Delay(Delta($amount,1),1),10)))",fgv2-repair-temporalize-9d260902e5,Phase3D,Phase3D_D3_SM_no_defined_direct,Phase3D_D3_SM_no_defined_direct,formula_gen_v2_repair_expansion,,"['$amount', '$close']","['CSRank', 'Corr', 'Delay', 'Delta', 'Mul', 'Neg', 'ZScore']",,,0.61979,
registry_089,phase3d_cluster_015,,phase3D_cumulative_previous_103,"CSRank(CSResidual(ZScore(Std($high,8)),CSRank($amount)))","CSRank(CSResidual(ZScore(Std($high,8)),CSRank($amount)))",agnostic-freeform-dbf0e6db88ce,Phase3D,Phase3D_D0_SM_current_control,Phase3D_D0_SM_current_control,agnostic_freeform_ast,,"['$amount', '$high']","['CSRank', 'CSResidual', 'Std', 'ZScore']",,,1.122388,
registry_090,phase3d_cluster_016,,phase3D_cumulative_previous_103,"CSRank(CSResidual(ZScore(Mean(Abs(Delta($open,1)),8)),CSRank(Mean(Abs(Delta($high,1)),2))))","CSRank(CSResidual(ZScore(Mean(Abs(Delta($open,1)),8)),CSRank(Mean(Abs(Delta($high,1)),2))))",agnostic-freeform-46d76839db90,Phase3D,Phase3D_D3_SM_no_defined_direct,Phase3D_D3_SM_no_defined_direct,agnostic_freeform_ast,,"['$high', '$open']","['Abs', 'CSRank', 'CSResidual', 'Delta', 'Mean', 'ZScore']",,,1.128054,
registry_091,phase3d_cluster_019,,phase3D_cumulative_previous_103,"CSRank(Sub(ZScore($vwap),CSRank(Delta($low,13))))","CSRank(Sub(ZScore($vwap),CSRank(Delta($low,13))))",agnostic-freeform-74d5549ff381,Phase3D,Phase3D_D2_PM_open_repair,Phase3D_D2_PM_open_repair,agnostic_freeform_ast,,"['$low', '$vwap']","['CSRank', 'Delta', 'Sub', 'ZScore']",,,1.112239,
registry_092,phase3d_cluster_020,,phase3D_cumulative_previous_103,"CSRank(Mul(ZScore($vwap),Corr(Mean(Abs(Delta($vwap,1)),3),Delay(Mom($final_float_market_cap,34),1),21)))","CSRank(Mul(ZScore($vwap),Corr(Mean(Abs(Delta($vwap,1)),3),Delay(Mom($final_float_market_cap,34),1),21)))",agnostic-freeform-9bdfcc8746f5,Phase3D,Phase3D_D2_PM_open_repair,Phase3D_D2_PM_open_repair,agnostic_freeform_ast,,"['$final_float_market_cap', '$vwap']","['Abs', 'CSRank', 'Corr', 'Delay', 'Delta', 'Mean', 'Mom', 'Mul', 'ZScore']",,,0.933934,
registry_093,phase3d_cluster_026,,phase3D_cumulative_previous_103,"CSRank(Mul(Sign(ZScore(Std($close,21))),Mul(ZScore(Std($close,21)),ZScore(Std($close,21)))))","CSRank(Mul(Sign(ZScore(Std($close,21))),Mul(ZScore(Std($close,21)),ZScore(Std($close,21)))))",agnostic-freeform-bd75f7124672,Phase3D,Phase3D_D1_SM_open_repair,Phase3D_D1_SM_open_repair,agnostic_freeform_ast,,['$close'],"['CSRank', 'Mul', 'Sign', 'Std', 'ZScore']",,,1.077956,
registry_094,phase3d_cluster_029,,phase3D_cumulative_previous_103,"CSRank(Mul(ZScore(Mean($high,2)),Corr(Mean($vwap,3),Delta($amount,13),13)))","CSRank(Mul(ZScore(Mean($high,2)),Corr(Mean($vwap,3),Delta($amount,13),13)))",agnostic-freeform-6abc920e9dee,Phase3D,Phase3D_D3_SM_no_defined_direct,Phase3D_D3_SM_no_defined_direct,agnostic_freeform_ast,,"['$amount', '$high', '$vwap']","['CSRank', 'Corr', 'Delta', 'Mean', 'Mul', 'ZScore']",,,1.290859,
registry_095,phase3d_cluster_030,,phase3D_cumulative_previous_103,"Neg(CSRank(Mul(ZScore(Delta($amount,5)),ZScore(Delta($close,21)))))","Neg(CSRank(Mul(ZScore(Delta($amount,5)),ZScore(Delta($close,21)))))",stockpit-cem_adaptive_grammar-3fb747673b2a,Phase3D,Phase3D_D3_SM_no_defined_direct,Phase3D_D3_SM_no_defined_direct,r0_cem_led,,"['$amount', '$close']","['CSRank', 'Delta', 'Mul', 'Neg', 'ZScore']",,,0.976969,
registry_096,phase3d_cluster_036,,phase3D_cumulative_previous_103,"CSRank(Add(ZScore(Std($vwap,34)),Sign(Mom($low,2))))","CSRank(Add(ZScore(Std($vwap,34)),Sign(Mom($low,2))))",agnostic-freeform-4a6b536078b7,Phase3D,Phase3D_D3_SM_no_defined_direct,Phase3D_D3_SM_no_defined_direct,replay_aware_residual,,"['$low', '$vwap']","['Add', 'CSRank', 'Mom', 'Sign', 'Std', 'ZScore']",,,1.110692,
registry_097,phase3d_cluster_037,,phase3D_cumulative_previous_103,"CSRank(Mul(ZScore(Neg(CSRank(Mean(Abs($ret),3)))),ZScore(Neg(CSRank($close)))))","CSRank(Mul(ZScore(Neg(CSRank(Mean(Abs($ret),3)))),ZScore(Neg(CSRank($close)))))",stockpit-ast_evolutionary_mutation-9f67fb9ef676,Phase3D,Phase3D_D0_SM_current_control,Phase3D_D0_SM_current_control,r0_cem_led,,"['$close', '$ret']","['Abs', 'CSRank', 'Mean', 'Mul', 'Neg', 'ZScore']",,,0.661996,
registry_098,phase3d_cluster_039,,phase3D_cumulative_previous_103,"CSRank(Mul(ZScore(Mom($close,60)),Mul(Mean(Mul(Sign(Delta($vwap,1)),Sign(Delta($turnover_rate,1))),20),ZScore(Mean(Abs(Delta($close,1)),60)))))","CSRank(Mul(ZScore(Mom($close,60)),Mul(Mean(Mul(Sign(Delta($vwap,1)),Sign(Delta($turnover_rate,1))),20),ZScore(Mean(Abs(Delta($close,1)),60)))))",fgv2-signal_confirm_state-24bfb77a8efc,Phase3D,Phase3D_D0_SM_current_control,Phase3D_D0_SM_current_control,formula_gen_v2_defined,,"['$close', '$turnover_rate', '$vwap']","['Abs', 'CSRank', 'Delta', 'Mean', 'Mom', 'Mul', 'Sign', 'ZScore']",,,0.615945,
registry_099,phase3d_cluster_043,,phase3D_cumulative_previous_103,"CSRank(Mul(CSRank(CSResidual(CSRank(CSRank($close)),CSRank(Log($final_total_market_cap)))),Sign(Delta($amount,1))))","CSRank(Mul(CSRank(CSResidual(CSRank(CSRank($close)),CSRank(Log($final_total_market_cap)))),Sign(Delta($amount,1))))",fgv2-repair-add_confirmation-235975547a,Phase3D,Phase3D_D3_SM_no_defined_direct,Phase3D_D3_SM_no_defined_direct,formula_gen_v2_repair_expansion,,"['$amount', '$close', '$final_total_market_cap']","['CSRank', 'CSResidual', 'Delta', 'Log', 'Mul', 'Sign']",,,1.013588,
registry_100,phase3d_cluster_045,,phase3D_cumulative_previous_103,"CSRank(Mul(ZScore(Delta($open,8)),Mul(ZScore(Mean($final_total_market_cap,21)),CSRank($high))))","CSRank(Mul(ZScore(Delta($open,8)),Mul(ZScore(Mean($final_total_market_cap,21)),CSRank($high))))",agnostic-freeform-edd9470c49cd,Phase3D,Phase3D_D2_PM_open_repair,Phase3D_D2_PM_open_repair,agnostic_freeform_ast,,"['$final_total_market_cap', '$high', '$open']","['CSRank', 'Delta', 'Mean', 'Mul', 'ZScore']",,,0.929302,
registry_101,phase3d_cluster_047,,phase3D_cumulative_previous_103,"CSRank(Mul(CSRank(Mean($low,5)),Corr(Mean(Abs(Delta($vwap,1)),8),Delay(Std($high,8),1),8)))","CSRank(Mul(CSRank(Mean($low,5)),Corr(Mean(Abs(Delta($vwap,1)),8),Delay(Std($high,8),1),8)))",agnostic-freeform-1c846e0cc402,Phase3D,Phase3D_D1_SM_open_repair,Phase3D_D1_SM_open_repair,replay_aware_residual,,"['$high', '$low', '$vwap']","['Abs', 'CSRank', 'Corr', 'Delay', 'Delta', 'Mean', 'Mul', 'Std']",,,1.08918,
registry_102,phase3d_cluster_052,,phase3D_cumulative_previous_103,"CSRank(Mul(CSRank(Mom($turnover_rate,3)),Mul(ZScore(Delta($vwap,34)),ZScore(Mean(Abs(Delta($close,1)),5)))))","CSRank(Mul(CSRank(Mom($turnover_rate,3)),Mul(ZScore(Delta($vwap,34)),ZScore(Mean(Abs(Delta($close,1)),5)))))",agnostic-freeform-73911f0bee3e,Phase3D,Phase3D_D2_PM_open_repair,Phase3D_D2_PM_open_repair,agnostic_freeform_ast,,"['$close', '$turnover_rate', '$vwap']","['Abs', 'CSRank', 'Delta', 'Mean', 'Mom', 'Mul', 'ZScore']",,,0.558317,
registry_103,phase3d_cluster_079,,phase3D_cumulative_previous_103,"CSRank(Mul(ZScore(Delta($high,21)),Mul(CSRank(Mean($close,34)),CSRank(Mean($vwap,8)))))","CSRank(Mul(ZScore(Delta($high,21)),Mul(CSRank(Mean($close,34)),CSRank(Mean($vwap,8)))))",agnostic-freeform-0cb0d1322816,Phase3D,Phase3D_D2_PM_open_repair,Phase3D_D2_PM_open_repair,agnostic_freeform_ast,,"['$close', '$high', '$vwap']","['CSRank', 'Delta', 'Mean', 'Mul', 'ZScore']",,,0.920576,
registry_104,cluster_004,cluster_004,phase3E_new_vs_phase3D_31,"CSRank(Mul(ZScore(Std($open,3)),ZScore(Mean(Abs(Delta($amount,1)),34))))","CSRank(Mul(ZScore(Std($open,3)),ZScore(Mean(Abs(Delta($amount,1)),34))))",agnostic-freeform-25f851077a93,Phase3E,Phase3E_E3_D3_book_marginal,Phase3E_E3_D3_book_marginal,agnostic_freeform_ast,agnostic_freeform_ast,"['$amount', '$open']","['Abs', 'CSRank', 'Delta', 'Mean', 'Mul', 'Std', 'ZScore']",0.307609,0.327128,0.620469,1.811518
registry_105,cluster_011,cluster_011,phase3E_new_vs_phase3D_31,"CSRank(Mul(CSRank(Mean($amount,2)),Mul(CSRank(Delta($open,3)),ZScore(Std($high,34)))))","CSRank(Mul(CSRank(Mean($amount,2)),Mul(CSRank(Delta($open,3)),ZScore(Std($high,34)))))",agnostic-freeform-ae75d4bc8223,Phase3E,Phase3E_E1_D3_plus_D2_sidecar,Phase3E_E1_D3_plus_D2_sidecar,agnostic_freeform_ast,agnostic_freeform_ast,"['$amount', '$high', '$open']","['CSRank', 'Delta', 'Mean', 'Mul', 'Std', 'ZScore']",0.398185,0.41797,0.694815,3.930884
registry_106,cluster_013,cluster_013,phase3E_new_vs_phase3D_31,"CSRank(Mul(CSRank($volume),Mul(ZScore($final_total_market_cap),CSRank($turnover_rate))))","CSRank(Mul(CSRank($volume),Mul(ZScore($final_total_market_cap),CSRank($turnover_rate))))",agnostic-freeform-bd66e1ad942d,Phase3E,Phase3E_E3_D3_book_marginal,Phase3E_E3_D3_book_marginal,agnostic_freeform_ast,agnostic_freeform_ast,"['$final_total_market_cap', '$turnover_rate', '$volume']","['CSRank', 'Mul', 'ZScore']",0.250675,0.261693,0.782849,1.452882
registry_107,cluster_016,cluster_016,phase3E_new_vs_phase3D_31,"CSRank(Mul(ZScore(Mean(Abs(Delta($open,1)),21)),Mul(CSRank(Mean(Abs(Delta($high,1)),2)),Sign(Mean($open,21)))))","CSRank(Mul(ZScore(Mean(Abs(Delta($open,1)),21)),Mul(CSRank(Mean(Abs(Delta($high,1)),2)),Sign(Mean($open,21)))))",agnostic-freeform-d19ab9871668,Phase3E,Phase3E_E3_D3_book_marginal,Phase3E_E3_D3_book_marginal,agnostic_freeform_ast,agnostic_freeform_ast,"['$high', '$open']","['Abs', 'CSRank', 'Delta', 'Mean', 'Mul', 'Sign', 'ZScore']",0.321874,0.332501,1.292534,6.06268
registry_108,cluster_018,cluster_018,phase3E_new_vs_phase3D_31,"CSRank(Mul(Sign($turnover_rate),Mul(CSRank(Delta($close,34)),ZScore($low))))","CSRank(Mul(Sign($turnover_rate),Mul(CSRank(Delta($close,34)),ZScore($low))))",agnostic-freeform-2a3d2b3f0333,Phase3E,Phase3E_E0_D3_primary,Phase3E_E0_D3_primary,agnostic_freeform_ast,agnostic_freeform_ast,"['$close', '$low', '$turnover_rate']","['CSRank', 'Delta', 'Mul', 'Sign', 'ZScore']",0.149274,0.164292,1.555203,2.751926
registry_109,cluster_020,cluster_020,phase3E_new_vs_phase3D_31,"CSRank(Sub(ZScore(Mean($open,34)),ZScore(Delta($vwap,8))))","CSRank(Sub(ZScore(Mean($open,34)),ZScore(Delta($vwap,8))))",agnostic-freeform-af217408a657,Phase3E,Phase3E_E1_D3_plus_D2_sidecar,Phase3E_E1_D3_plus_D2_sidecar,agnostic_freeform_ast,agnostic_freeform_ast,"['$open', '$vwap']","['CSRank', 'Delta', 'Mean', 'Sub', 'ZScore']",0.240741,0.252387,1.117207,0.267179
registry_110,cluster_023,cluster_023,phase3E_new_vs_phase3D_31,"CSRank(CSResidual(ZScore(Mean(Abs(Delta($low,1)),3)),CSRank(Std($final_float_market_cap,2))))","CSRank(CSResidual(ZScore(Mean(Abs(Delta($low,1)),3)),CSRank(Std($final_float_market_cap,2))))",agnostic-freeform-7d3e40644ec1,Phase3E,Phase3E_E1_D3_plus_D2_sidecar,Phase3E_E1_D3_plus_D2_sidecar,agnostic_freeform_ast,agnostic_freeform_ast,"['$final_float_market_cap', '$low']","['Abs', 'CSRank', 'CSResidual', 'Delta', 'Mean', 'Std', 'ZScore']",0.388265,0.407238,0.981995,3.441123
registry_111,cluster_030,cluster_030,phase3E_new_vs_phase3D_31,"CSRank(Mul(CSRank(Std($final_float_market_cap,21)),ZScore(Mean(Abs(Delta($close,1)),20))))","CSRank(Mul(CSRank(Std($final_float_market_cap,21)),ZScore(Mean(Abs(Delta($close,1)),20))))",fgv2-repair-add_state_gate-4e1937f9f9,Phase3E,Phase3E_E3_D3_book_marginal,Phase3E_E3_D3_book_marginal,formula_gen_v2_repair_expansion,formula_gen_v2_repair_expansion,"['$close', '$final_float_market_cap']","['Abs', 'CSRank', 'Delta', 'Mean', 'Mul', 'Std', 'ZScore']",0.048649,0.065051,1.586465,2.704049
registry_112,cluster_031,cluster_031,phase3E_new_vs_phase3D_31,"CSRank(Mul(ZScore(Mean(Abs(Delta($final_float_market_cap,1)),5)),Mul(ZScore(Mean($final_total_market_cap,34)),ZScore($high))))","CSRank(Mul(ZScore(Mean(Abs(Delta($final_float_market_cap,1)),5)),Mul(ZScore(Mean($final_total_market_cap,34)),ZScore($high))))",agnostic-freeform-ca14e40fcc83,Phase3E,Phase3E_E1_D3_plus_D2_sidecar,Phase3E_E1_D3_plus_D2_sidecar,agnostic_freeform_ast,agnostic_freeform_ast,"['$final_float_market_cap', '$final_total_market_cap', '$high']","['Abs', 'CSRank', 'Delta', 'Mean', 'Mul', 'ZScore']",0.069145,0.08291,1.20873,6.029984
registry_113,cluster_034,cluster_034,phase3E_new_vs_phase3D_31,"CSRank(Mul(ZScore(Mean($low,2)),Corr(Std($open,21),Delay(Mean($high,21),1),5)))","CSRank(Mul(ZScore(Mean($low,2)),Corr(Std($open,21),Delay(Mean($high,21),1),5)))",agnostic-freeform-65dea0aca41f,Phase3E,Phase3E_E1_D3_plus_D2_sidecar,Phase3E_E1_D3_plus_D2_sidecar,agnostic_freeform_ast,agnostic_freeform_ast,"['$high', '$low', '$open']","['CSRank', 'Corr', 'Delay', 'Mean', 'Mul', 'Std', 'ZScore']",0.205783,0.213482,1.630332,0.737074
