panel_field,source_group,dataset,raw_field,route,field_family,data_type,materialized_path,materialization_mode,required_keys,missing_keys,raw_field_exists,materialization_status,block_reason,pit_rule
ctx_fulla_bs_accept_deposit_interbank,fundamental_pit_silver,fundamental_balance_long,ACCEPT_DEPOSIT_INTERBANK,announcement_pit_feature,other_numeric,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_note_rece,fundamental_pit_silver,fundamental_balance_long,NOTE_RECE,announcement_pit_feature,other_numeric,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_oil_gas_asset,fundamental_pit_silver,fundamental_balance_long,OIL_GAS_ASSET,announcement_pit_feature,fundamental_quality_risk,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_other_compre_income,fundamental_pit_silver,fundamental_balance_long,OTHER_COMPRE_INCOME,announcement_pit_feature,fundamental_quality_risk,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_other_creditor_invest,fundamental_pit_silver,fundamental_balance_long,OTHER_CREDITOR_INVEST,announcement_pit_feature,other_numeric,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_other_current_asset,fundamental_pit_silver,fundamental_balance_long,OTHER_CURRENT_ASSET,announcement_pit_feature,fundamental_quality_risk,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_other_current_liab,fundamental_pit_silver,fundamental_balance_long,OTHER_CURRENT_LIAB,announcement_pit_feature,fundamental_quality_risk,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_other_equity_invest,fundamental_pit_silver,fundamental_balance_long,OTHER_EQUITY_INVEST,announcement_pit_feature,other_numeric,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_other_equity_other,fundamental_pit_silver,fundamental_balance_long,OTHER_EQUITY_OTHER,announcement_pit_feature,other_numeric,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_other_equity_tool,fundamental_pit_silver,fundamental_balance_long,OTHER_EQUITY_TOOL,announcement_pit_feature,other_numeric,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_other_noncurrent_asset,fundamental_pit_silver,fundamental_balance_long,OTHER_NONCURRENT_ASSET,announcement_pit_feature,fundamental_quality_risk,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_other_noncurrent_finasset,fundamental_pit_silver,fundamental_balance_long,OTHER_NONCURRENT_FINASSET,announcement_pit_feature,fundamental_quality_risk,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_other_noncurrent_liab,fundamental_pit_silver,fundamental_balance_long,OTHER_NONCURRENT_LIAB,announcement_pit_feature,fundamental_quality_risk,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_other_payable,fundamental_pit_silver,fundamental_balance_long,OTHER_PAYABLE,announcement_pit_feature,other_numeric,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_other_rece,fundamental_pit_silver,fundamental_balance_long,OTHER_RECE,announcement_pit_feature,other_numeric,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_parent_equity_balance,fundamental_pit_silver,fundamental_balance_long,PARENT_EQUITY_BALANCE,announcement_pit_feature,other_numeric,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_parent_equity_other,fundamental_pit_silver,fundamental_balance_long,PARENT_EQUITY_OTHER,announcement_pit_feature,other_numeric,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_perpetual_bond,fundamental_pit_silver,fundamental_balance_long,PERPETUAL_BOND,announcement_pit_feature,other_numeric,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_perpetual_bond_paybale,fundamental_pit_silver,fundamental_balance_long,PERPETUAL_BOND_PAYBALE,announcement_pit_feature,other_numeric,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_predict_current_liab,fundamental_pit_silver,fundamental_balance_long,PREDICT_CURRENT_LIAB,announcement_pit_feature,fundamental_quality_risk,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_predict_liab,fundamental_pit_silver,fundamental_balance_long,PREDICT_LIAB,announcement_pit_feature,fundamental_quality_risk,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_preferred_shares,fundamental_pit_silver,fundamental_balance_long,PREFERRED_SHARES,announcement_pit_feature,capacity_size,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_preferred_shares_paybale,fundamental_pit_silver,fundamental_balance_long,PREFERRED_SHARES_PAYBALE,announcement_pit_feature,capacity_size,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_premium_rece,fundamental_pit_silver,fundamental_balance_long,PREMIUM_RECE,announcement_pit_feature,other_numeric,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_prepayment,fundamental_pit_silver,fundamental_balance_long,PREPAYMENT,announcement_pit_feature,other_numeric,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_productive_biology_asset,fundamental_pit_silver,fundamental_balance_long,PRODUCTIVE_BIOLOGY_ASSET,announcement_pit_feature,fundamental_quality_risk,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_project_material,fundamental_pit_silver,fundamental_balance_long,PROJECT_MATERIAL,announcement_pit_feature,other_numeric,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_rc_reserve_rece,fundamental_pit_silver,fundamental_balance_long,RC_RESERVE_RECE,announcement_pit_feature,other_numeric,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_reinsure_payable,fundamental_pit_silver,fundamental_balance_long,REINSURE_PAYABLE,announcement_pit_feature,other_numeric,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_reinsure_rece,fundamental_pit_silver,fundamental_balance_long,REINSURE_RECE,announcement_pit_feature,other_numeric,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_sell_repo_finasset,fundamental_pit_silver,fundamental_balance_long,SELL_REPO_FINASSET,announcement_pit_feature,fundamental_quality_risk,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_settle_excess_reserve,fundamental_pit_silver,fundamental_balance_long,SETTLE_EXCESS_RESERVE,announcement_pit_feature,other_numeric,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_share_capital,fundamental_pit_silver,fundamental_balance_long,SHARE_CAPITAL,announcement_pit_feature,capacity_size,int64,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_short_bond_payable,fundamental_pit_silver,fundamental_balance_long,SHORT_BOND_PAYABLE,announcement_pit_feature,other_numeric,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_short_fin_payable,fundamental_pit_silver,fundamental_balance_long,SHORT_FIN_PAYABLE,announcement_pit_feature,other_numeric,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_short_loan,fundamental_pit_silver,fundamental_balance_long,SHORT_LOAN,announcement_pit_feature,other_numeric,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_special_payable,fundamental_pit_silver,fundamental_balance_long,SPECIAL_PAYABLE,announcement_pit_feature,other_numeric,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_special_reserve,fundamental_pit_silver,fundamental_balance_long,SPECIAL_RESERVE,announcement_pit_feature,other_numeric,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_staff_salary_payable,fundamental_pit_silver,fundamental_balance_long,STAFF_SALARY_PAYABLE,announcement_pit_feature,other_numeric,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_subsidy_rece,fundamental_pit_silver,fundamental_balance_long,SUBSIDY_RECE,announcement_pit_feature,other_numeric,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_surplus_reserve,fundamental_pit_silver,fundamental_balance_long,SURPLUS_RESERVE,announcement_pit_feature,other_numeric,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_tax_payable,fundamental_pit_silver,fundamental_balance_long,TAX_PAYABLE,announcement_pit_feature,other_numeric,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_total_assets,fundamental_pit_silver,fundamental_balance_long,TOTAL_ASSETS,announcement_pit_feature,fundamental_quality_risk,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_total_current_assets,fundamental_pit_silver,fundamental_balance_long,TOTAL_CURRENT_ASSETS,announcement_pit_feature,fundamental_quality_risk,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_total_current_liab,fundamental_pit_silver,fundamental_balance_long,TOTAL_CURRENT_LIAB,announcement_pit_feature,fundamental_quality_risk,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_total_equity,fundamental_pit_silver,fundamental_balance_long,TOTAL_EQUITY,announcement_pit_feature,other_numeric,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_total_liab_equity,fundamental_pit_silver,fundamental_balance_long,TOTAL_LIAB_EQUITY,announcement_pit_feature,fundamental_quality_risk,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_total_liabilities,fundamental_pit_silver,fundamental_balance_long,TOTAL_LIABILITIES,announcement_pit_feature,fundamental_quality_risk,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_total_noncurrent_assets,fundamental_pit_silver,fundamental_balance_long,TOTAL_NONCURRENT_ASSETS,announcement_pit_feature,fundamental_quality_risk,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_total_noncurrent_liab,fundamental_pit_silver,fundamental_balance_long,TOTAL_NONCURRENT_LIAB,announcement_pit_feature,fundamental_quality_risk,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_total_other_payable,fundamental_pit_silver,fundamental_balance_long,TOTAL_OTHER_PAYABLE,announcement_pit_feature,other_numeric,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_total_other_rece,fundamental_pit_silver,fundamental_balance_long,TOTAL_OTHER_RECE,announcement_pit_feature,other_numeric,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_total_parent_equity,fundamental_pit_silver,fundamental_balance_long,TOTAL_PARENT_EQUITY,announcement_pit_feature,other_numeric,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_trade_finasset,fundamental_pit_silver,fundamental_balance_long,TRADE_FINASSET,announcement_pit_feature,fundamental_quality_risk,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
ctx_fulla_bs_trade_finasset_notfvtpl,fundamental_pit_silver,fundamental_balance_long,TRADE_FINASSET_NOTFVTPL,announcement_pit_feature,fundamental_quality_risk,double,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,latest_notice_or_update_lagged_daily_context,source_code6|NOTICE_DATE|REPORT_DATE,,True,materializable,ok,NOTICE_DATE or UPDATE_DATE plus conservative next-trading-day lag; REPORT_DATE alone forbidden
