source,field,family,materialized,selector_status,priority,allowed_transforms,pit_policy,next_action,table_id,route,gap,recommended_transforms_from_registry
nonminute_pit_context_panel_v1,ctx_fund_ps_basic_eps,fundamental_income_quality,True,selector_candidate,medium,notice_lagged_latest|quarter_delta|ttm_proxy|ratio|rank_xsection|winsorize,available_date plus conservative next-trading-day lag,eligible_for_factor_pack_template,,,,
nonminute_pit_context_panel_v1,ctx_fund_ps_netprofit_margin,fundamental_income_quality,True,selector_candidate,medium,notice_lagged_latest|quarter_delta|ttm_proxy|ratio|rank_xsection|winsorize,available_date plus conservative next-trading-day lag,eligible_for_factor_pack_template,,,,
nonminute_pit_context_panel_v1,ctx_fund_ps_operate_profit_margin,fundamental_income_quality,True,selector_candidate,medium,notice_lagged_latest|quarter_delta|ttm_proxy|ratio|rank_xsection|winsorize,available_date plus conservative next-trading-day lag,eligible_for_factor_pack_template,,,,
nonminute_pit_context_panel_v1,ctx_fund_ps_research_to_income,fundamental_income_quality,True,selector_candidate,medium,notice_lagged_latest|quarter_delta|ttm_proxy|ratio|rank_xsection|winsorize,available_date plus conservative next-trading-day lag,eligible_for_factor_pack_template,,,,
nonminute_pit_context_panel_v1,meta_fund_ps_available_date,audit_meta_forbidden,True,blocked_not_selector_input,blocked,none,lagged or timestamp-safe use only,keep_for_audit_or_label_only,,,,
nonminute_pit_context_panel_v1,ctx_fund_cf_total_operate_inflow,fundamental_cashflow_quality,True,selector_candidate,medium,notice_lagged_latest|quarter_delta|ttm_proxy|ratio|rank_xsection|winsorize,available_date plus conservative next-trading-day lag,eligible_for_factor_pack_template,,,,
nonminute_pit_context_panel_v1,ctx_fund_cf_total_operate_outflow,fundamental_cashflow_quality,True,selector_candidate,medium,notice_lagged_latest|quarter_delta|ttm_proxy|ratio|rank_xsection|winsorize,available_date plus conservative next-trading-day lag,eligible_for_factor_pack_template,,,,
nonminute_pit_context_panel_v1,ctx_fund_cf_netcash_operate,fundamental_cashflow_quality,True,selector_candidate,medium,notice_lagged_latest|quarter_delta|ttm_proxy|ratio|rank_xsection|winsorize,available_date plus conservative next-trading-day lag,eligible_for_factor_pack_template,,,,
nonminute_pit_context_panel_v1,ctx_fund_cf_netcash_invest,fundamental_cashflow_quality,True,selector_candidate,medium,notice_lagged_latest|quarter_delta|ttm_proxy|ratio|rank_xsection|winsorize,available_date plus conservative next-trading-day lag,eligible_for_factor_pack_template,,,,
nonminute_pit_context_panel_v1,ctx_fund_cf_netcash_finance,fundamental_cashflow_quality,True,selector_candidate,medium,notice_lagged_latest|quarter_delta|ttm_proxy|ratio|rank_xsection|winsorize,available_date plus conservative next-trading-day lag,eligible_for_factor_pack_template,,,,
nonminute_pit_context_panel_v1,ctx_fund_cf_end_cce,fundamental_cashflow_quality,True,selector_candidate,medium,notice_lagged_latest|quarter_delta|ttm_proxy|ratio|rank_xsection|winsorize,available_date plus conservative next-trading-day lag,eligible_for_factor_pack_template,,,,
nonminute_pit_context_panel_v1,ctx_fund_cf_netprofit,fundamental_cashflow_quality,True,selector_candidate,medium,notice_lagged_latest|quarter_delta|ttm_proxy|ratio|rank_xsection|winsorize,available_date plus conservative next-trading-day lag,eligible_for_factor_pack_template,,,,
nonminute_pit_context_panel_v1,ctx_fund_cf_operate_cash_to_netprofit,fundamental_cashflow_quality,True,selector_candidate,medium,notice_lagged_latest|quarter_delta|ttm_proxy|ratio|rank_xsection|winsorize,available_date plus conservative next-trading-day lag,eligible_for_factor_pack_template,,,,
nonminute_pit_context_panel_v1,meta_fund_cf_available_date,audit_meta_forbidden,True,blocked_not_selector_input,blocked,none,lagged or timestamp-safe use only,keep_for_audit_or_label_only,,,,
nonminute_pit_context_panel_v1,ctx_holder_holder_num,holder_structure,True,selector_candidate,high,announcement_lagged_latest|holder_change|holder_ratio|retail_crowding_proxy|rank_xsection,available_date plus conservative next-trading-day lag,add_named_factor_pack_templates_and_selector_attribution,,,,
nonminute_pit_context_panel_v1,ctx_holder_pre_holder_num,holder_structure,True,selector_candidate,high,announcement_lagged_latest|holder_change|holder_ratio|retail_crowding_proxy|rank_xsection,available_date plus conservative next-trading-day lag,add_named_factor_pack_templates_and_selector_attribution,,,,
nonminute_pit_context_panel_v1,ctx_holder_holder_num_change,holder_structure,True,selector_candidate,high,announcement_lagged_latest|holder_change|holder_ratio|retail_crowding_proxy|rank_xsection,available_date plus conservative next-trading-day lag,add_named_factor_pack_templates_and_selector_attribution,,,,
nonminute_pit_context_panel_v1,ctx_holder_holder_num_ratio,holder_structure,True,selector_candidate,high,announcement_lagged_latest|holder_change|holder_ratio|retail_crowding_proxy|rank_xsection,available_date plus conservative next-trading-day lag,add_named_factor_pack_templates_and_selector_attribution,,,,
nonminute_pit_context_panel_v1,ctx_holder_interval_chrate,holder_structure,True,selector_candidate,high,announcement_lagged_latest|holder_change|holder_ratio|retail_crowding_proxy|rank_xsection,available_date plus conservative next-trading-day lag,add_named_factor_pack_templates_and_selector_attribution,,,,
nonminute_pit_context_panel_v1,ctx_holder_avg_market_cap,holder_structure,True,selector_candidate,high,announcement_lagged_latest|holder_change|holder_ratio|retail_crowding_proxy|rank_xsection,available_date plus conservative next-trading-day lag,add_named_factor_pack_templates_and_selector_attribution,,,,
nonminute_pit_context_panel_v1,ctx_holder_avg_hold_num,holder_structure,True,selector_candidate,high,announcement_lagged_latest|holder_change|holder_ratio|retail_crowding_proxy|rank_xsection,available_date plus conservative next-trading-day lag,add_named_factor_pack_templates_and_selector_attribution,,,,
nonminute_pit_context_panel_v1,ctx_holder_total_market_cap,holder_structure,True,selector_candidate,high,announcement_lagged_latest|holder_change|holder_ratio|retail_crowding_proxy|rank_xsection,available_date plus conservative next-trading-day lag,add_named_factor_pack_templates_and_selector_attribution,,,,
nonminute_pit_context_panel_v1,ctx_holder_total_a_shares,holder_structure,True,selector_candidate,high,announcement_lagged_latest|holder_change|holder_ratio|retail_crowding_proxy|rank_xsection,available_date plus conservative next-trading-day lag,add_named_factor_pack_templates_and_selector_attribution,,,,
nonminute_pit_context_panel_v1,ctx_holder_change_shares,holder_structure,True,selector_candidate,high,announcement_lagged_latest|holder_change|holder_ratio|retail_crowding_proxy|rank_xsection,available_date plus conservative next-trading-day lag,add_named_factor_pack_templates_and_selector_attribution,,,,
nonminute_pit_context_panel_v1,ctx_holder_close_price,holder_structure,True,selector_candidate,high,announcement_lagged_latest|holder_change|holder_ratio|retail_crowding_proxy|rank_xsection,available_date plus conservative next-trading-day lag,add_named_factor_pack_templates_and_selector_attribution,,,,
nonminute_pit_context_panel_v1,meta_holder_available_date,audit_meta_forbidden,True,blocked_not_selector_input,blocked,none,lagged or timestamp-safe use only,keep_for_audit_or_label_only,,,,
nonminute_pit_context_panel_v1,ctx_billboard_billboard_deal_amt,billboard_disclosure_diagnostic,True,diagnostic_until_timestamp_policy,medium,event_flag|event_age|net_buy_sell_ratio|matched_control_required,after disclosure only; diagnostic until timestamp contract is stronger,keep_diagnostic; add disclosure timestamp contract before selector promotion,,,,
nonminute_pit_context_panel_v1,ctx_billboard_billboard_sell_amt,billboard_disclosure_diagnostic,True,diagnostic_until_timestamp_policy,medium,event_flag|event_age|net_buy_sell_ratio|matched_control_required,after disclosure only; diagnostic until timestamp contract is stronger,keep_diagnostic; add disclosure timestamp contract before selector promotion,,,,
nonminute_pit_context_panel_v1,ctx_billboard_billboard_buy_amt,billboard_disclosure_diagnostic,True,diagnostic_until_timestamp_policy,medium,event_flag|event_age|net_buy_sell_ratio|matched_control_required,after disclosure only; diagnostic until timestamp contract is stronger,keep_diagnostic; add disclosure timestamp contract before selector promotion,,,,
nonminute_pit_context_panel_v1,ctx_billboard_billboard_net_amt,billboard_disclosure_diagnostic,True,diagnostic_until_timestamp_policy,medium,event_flag|event_age|net_buy_sell_ratio|matched_control_required,after disclosure only; diagnostic until timestamp contract is stronger,keep_diagnostic; add disclosure timestamp contract before selector promotion,,,,
nonminute_pit_context_panel_v1,ctx_billboard_accum_amount,billboard_disclosure_diagnostic,True,diagnostic_until_timestamp_policy,medium,event_flag|event_age|net_buy_sell_ratio|matched_control_required,after disclosure only; diagnostic until timestamp contract is stronger,keep_diagnostic; add disclosure timestamp contract before selector promotion,,,,
nonminute_pit_context_panel_v1,ctx_billboard_sum_buy_amt,billboard_disclosure_diagnostic,True,diagnostic_until_timestamp_policy,medium,event_flag|event_age|net_buy_sell_ratio|matched_control_required,after disclosure only; diagnostic until timestamp contract is stronger,keep_diagnostic; add disclosure timestamp contract before selector promotion,,,,
nonminute_pit_context_panel_v1,ctx_billboard_sum_sell_amt,billboard_disclosure_diagnostic,True,diagnostic_until_timestamp_policy,medium,event_flag|event_age|net_buy_sell_ratio|matched_control_required,after disclosure only; diagnostic until timestamp contract is stronger,keep_diagnostic; add disclosure timestamp contract before selector promotion,,,,
nonminute_pit_context_panel_v1,ctx_billboard_net_bs_amt,billboard_disclosure_diagnostic,True,diagnostic_until_timestamp_policy,medium,event_flag|event_age|net_buy_sell_ratio|matched_control_required,after disclosure only; diagnostic until timestamp contract is stronger,keep_diagnostic; add disclosure timestamp contract before selector promotion,,,,
nonminute_pit_context_panel_v1,ctx_billboard_deal_amount_ratio,billboard_disclosure_diagnostic,True,diagnostic_until_timestamp_policy,medium,event_flag|event_age|net_buy_sell_ratio|matched_control_required,after disclosure only; diagnostic until timestamp contract is stronger,keep_diagnostic; add disclosure timestamp contract before selector promotion,,,,
nonminute_pit_context_panel_v1,ctx_billboard_free_market_cap,billboard_disclosure_diagnostic,True,diagnostic_until_timestamp_policy,medium,event_flag|event_age|net_buy_sell_ratio|matched_control_required,after disclosure only; diagnostic until timestamp contract is stronger,keep_diagnostic; add disclosure timestamp contract before selector promotion,,,,
nonminute_pit_context_panel_v1,ctx_billboard_change_rate,billboard_disclosure_diagnostic,True,diagnostic_until_timestamp_policy,medium,event_flag|event_age|net_buy_sell_ratio|matched_control_required,after disclosure only; diagnostic until timestamp contract is stronger,keep_diagnostic; add disclosure timestamp contract before selector promotion,,,,
nonminute_pit_context_panel_v1,ctx_billboard_turnoverrate,billboard_disclosure_diagnostic,True,diagnostic_until_timestamp_policy,medium,event_flag|event_age|net_buy_sell_ratio|matched_control_required,after disclosure only; diagnostic until timestamp contract is stronger,keep_diagnostic; add disclosure timestamp contract before selector promotion,,,,
nonminute_pit_context_panel_v1,ctx_billboard_deal_net_ratio,billboard_disclosure_diagnostic,True,diagnostic_until_timestamp_policy,medium,event_flag|event_age|net_buy_sell_ratio|matched_control_required,after disclosure only; diagnostic until timestamp contract is stronger,keep_diagnostic; add disclosure timestamp contract before selector promotion,,,,
nonminute_pit_context_panel_v1,ctx_billboard_buy_ratio,billboard_disclosure_diagnostic,True,diagnostic_until_timestamp_policy,medium,event_flag|event_age|net_buy_sell_ratio|matched_control_required,after disclosure only; diagnostic until timestamp contract is stronger,keep_diagnostic; add disclosure timestamp contract before selector promotion,,,,
nonminute_pit_context_panel_v1,ctx_billboard_sell_ratio,billboard_disclosure_diagnostic,True,diagnostic_until_timestamp_policy,medium,event_flag|event_age|net_buy_sell_ratio|matched_control_required,after disclosure only; diagnostic until timestamp contract is stronger,keep_diagnostic; add disclosure timestamp contract before selector promotion,,,,
nonminute_pit_context_panel_v1,ctx_billboard_event_count,billboard_disclosure_diagnostic,True,diagnostic_until_timestamp_policy,medium,event_flag|event_age|net_buy_sell_ratio|matched_control_required,after disclosure only; diagnostic until timestamp contract is stronger,keep_diagnostic; add disclosure timestamp contract before selector promotion,,,,
nonminute_pit_context_panel_v1,meta_billboard_available_date,audit_meta_forbidden,True,blocked_not_selector_input,blocked,none,lagged or timestamp-safe use only,keep_for_audit_or_label_only,,,,
nonminute_pit_context_panel_v1,ctx_mkt_updown_zt,market_breadth_regime,True,regime_context_not_standalone_alpha,high,regime_gate|market_context|interaction_only|do_not_use_same_day_intraday,lagged daily market context; same-day intraday use forbidden,use_as_gate_or_interaction; do not rank standalone without placebo,,,,
nonminute_pit_context_panel_v1,ctx_mkt_updown_dt,market_breadth_regime,True,regime_context_not_standalone_alpha,high,regime_gate|market_context|interaction_only|do_not_use_same_day_intraday,lagged daily market context; same-day intraday use forbidden,use_as_gate_or_interaction; do not rank standalone without placebo,,,,
nonminute_pit_context_panel_v1,ctx_mkt_updown_sjzt,market_breadth_regime,True,regime_context_not_standalone_alpha,high,regime_gate|market_context|interaction_only|do_not_use_same_day_intraday,lagged daily market context; same-day intraday use forbidden,use_as_gate_or_interaction; do not rank standalone without placebo,,,,
nonminute_pit_context_panel_v1,ctx_mkt_updown_sjdt,market_breadth_regime,True,regime_context_not_standalone_alpha,high,regime_gate|market_context|interaction_only|do_not_use_same_day_intraday,lagged daily market context; same-day intraday use forbidden,use_as_gate_or_interaction; do not rank standalone without placebo,,,,
nonminute_pit_context_panel_v1,ctx_mkt_updown_stzt,market_breadth_regime,True,regime_context_not_standalone_alpha,high,regime_gate|market_context|interaction_only|do_not_use_same_day_intraday,lagged daily market context; same-day intraday use forbidden,use_as_gate_or_interaction; do not rank standalone without placebo,,,,
nonminute_pit_context_panel_v1,ctx_mkt_updown_stdt,market_breadth_regime,True,regime_context_not_standalone_alpha,high,regime_gate|market_context|interaction_only|do_not_use_same_day_intraday,lagged daily market context; same-day intraday use forbidden,use_as_gate_or_interaction; do not rank standalone without placebo,,,,
nonminute_pit_context_panel_v1,ctx_mkt_updown_szjs,market_breadth_regime,True,regime_context_not_standalone_alpha,high,regime_gate|market_context|interaction_only|do_not_use_same_day_intraday,lagged daily market context; same-day intraday use forbidden,use_as_gate_or_interaction; do not rank standalone without placebo,,,,
nonminute_pit_context_panel_v1,ctx_mkt_updown_xdjs,market_breadth_regime,True,regime_context_not_standalone_alpha,high,regime_gate|market_context|interaction_only|do_not_use_same_day_intraday,lagged daily market context; same-day intraday use forbidden,use_as_gate_or_interaction; do not rank standalone without placebo,,,,
nonminute_pit_context_panel_v1,ctx_mkt_updown_q_zrcs,market_breadth_regime,True,regime_context_not_standalone_alpha,high,regime_gate|market_context|interaction_only|do_not_use_same_day_intraday,lagged daily market context; same-day intraday use forbidden,use_as_gate_or_interaction; do not rank standalone without placebo,,,,
nonminute_pit_context_panel_v1,ctx_mkt_updown_q_zrtj,market_breadth_regime,True,regime_context_not_standalone_alpha,high,regime_gate|market_context|interaction_only|do_not_use_same_day_intraday,lagged daily market context; same-day intraday use forbidden,use_as_gate_or_interaction; do not rank standalone without placebo,,,,
nonminute_pit_context_panel_v1,ctx_mkt_updown_qscln,market_breadth_regime,True,regime_context_not_standalone_alpha,high,regime_gate|market_context|interaction_only|do_not_use_same_day_intraday,lagged daily market context; same-day intraday use forbidden,use_as_gate_or_interaction; do not rank standalone without placebo,,,,
nonminute_pit_context_panel_v1,ctx_mkt_updown_s_zrcs,market_breadth_regime,True,regime_context_not_standalone_alpha,high,regime_gate|market_context|interaction_only|do_not_use_same_day_intraday,lagged daily market context; same-day intraday use forbidden,use_as_gate_or_interaction; do not rank standalone without placebo,,,,
nonminute_pit_context_panel_v1,ctx_mkt_updown_s_zrtj,market_breadth_regime,True,regime_context_not_standalone_alpha,high,regime_gate|market_context|interaction_only|do_not_use_same_day_intraday,lagged daily market context; same-day intraday use forbidden,use_as_gate_or_interaction; do not rank standalone without placebo,,,,
nonminute_pit_context_panel_v1,ctx_mkt_updown_szln,market_breadth_regime,True,regime_context_not_standalone_alpha,high,regime_gate|market_context|interaction_only|do_not_use_same_day_intraday,lagged daily market context; same-day intraday use forbidden,use_as_gate_or_interaction; do not rank standalone without placebo,,,,
nonminute_pit_context_panel_v1,ctx_mkt_updown_zt_dt_ratio,market_breadth_regime,True,regime_context_not_standalone_alpha,high,regime_gate|market_context|interaction_only|do_not_use_same_day_intraday,lagged daily market context; same-day intraday use forbidden,use_as_gate_or_interaction; do not rank standalone without placebo,,,,
nonminute_pit_context_panel_v1,meta_updown_available_date,audit_meta_forbidden,True,blocked_not_selector_input,blocked,none,lagged or timestamp-safe use only,keep_for_audit_or_label_only,,,,
high_value_gap,ORG_TYPE,fundamental,False,registered_not_panelized,low,panelize_first_then_apply_registry_recommended_transforms,lagged or timestamp-safe use only,choose top fields for next panelization batch,balance_sheet_report_em,announcement_pit_context,registered_pit_not_panelized,notice_lagged_latest|quarter_delta|ttm_proxy|rank_xsection|winsorize
high_value_gap,REPORT_TYPE,fundamental,False,registered_not_panelized,low,panelize_first_then_apply_registry_recommended_transforms,lagged or timestamp-safe use only,choose top fields for next panelization batch,balance_sheet_report_em,announcement_pit_context,registered_pit_not_panelized,notice_lagged_latest|quarter_delta|ttm_proxy|rank_xsection|winsorize
high_value_gap,SECURITY_TYPE_CODE,fundamental,False,registered_not_panelized,low,panelize_first_then_apply_registry_recommended_transforms,lagged or timestamp-safe use only,choose top fields for next panelization batch,balance_sheet_report_em,announcement_pit_context,registered_pit_not_panelized,notice_lagged_latest|quarter_delta|ttm_proxy|rank_xsection|winsorize
high_value_gap,ACCRUED_EXPENSE,fundamental,False,registered_not_panelized,low,panelize_first_then_apply_registry_recommended_transforms,lagged or timestamp-safe use only,choose top fields for next panelization batch,balance_sheet_report_em,announcement_pit_context,registered_pit_not_panelized,notice_lagged_latest|quarter_delta|ttm_proxy|rank_xsection|winsorize
high_value_gap,AMORTIZE_COST_FINASSET,fundamental,False,registered_not_panelized,low,panelize_first_then_apply_registry_recommended_transforms,lagged or timestamp-safe use only,choose top fields for next panelization batch,balance_sheet_report_em,announcement_pit_context,registered_pit_not_panelized,notice_lagged_latest|quarter_delta|ttm_proxy|rank_xsection|winsorize
high_value_gap,AMORTIZE_COST_FINLIAB,fundamental,False,registered_not_panelized,low,panelize_first_then_apply_registry_recommended_transforms,lagged or timestamp-safe use only,choose top fields for next panelization batch,balance_sheet_report_em,announcement_pit_context,registered_pit_not_panelized,notice_lagged_latest|quarter_delta|ttm_proxy|rank_xsection|winsorize
high_value_gap,AMORTIZE_COST_NCFINASSET,fundamental,False,registered_not_panelized,low,panelize_first_then_apply_registry_recommended_transforms,lagged or timestamp-safe use only,choose top fields for next panelization batch,balance_sheet_report_em,announcement_pit_context,registered_pit_not_panelized,notice_lagged_latest|quarter_delta|ttm_proxy|rank_xsection|winsorize
high_value_gap,AMORTIZE_COST_NCFINLIAB,fundamental,False,registered_not_panelized,low,panelize_first_then_apply_registry_recommended_transforms,lagged or timestamp-safe use only,choose top fields for next panelization batch,balance_sheet_report_em,announcement_pit_context,registered_pit_not_panelized,notice_lagged_latest|quarter_delta|ttm_proxy|rank_xsection|winsorize
high_value_gap,APPOINT_FVTPL_FINASSET,fundamental,False,registered_not_panelized,low,panelize_first_then_apply_registry_recommended_transforms,lagged or timestamp-safe use only,choose top fields for next panelization batch,balance_sheet_report_em,announcement_pit_context,registered_pit_not_panelized,notice_lagged_latest|quarter_delta|ttm_proxy|rank_xsection|winsorize
high_value_gap,APPOINT_FVTPL_FINLIAB,fundamental,False,registered_not_panelized,low,panelize_first_then_apply_registry_recommended_transforms,lagged or timestamp-safe use only,choose top fields for next panelization batch,balance_sheet_report_em,announcement_pit_context,registered_pit_not_panelized,notice_lagged_latest|quarter_delta|ttm_proxy|rank_xsection|winsorize
high_value_gap,ASSET_BALANCE,fundamental,False,registered_not_panelized,low,panelize_first_then_apply_registry_recommended_transforms,lagged or timestamp-safe use only,choose top fields for next panelization batch,balance_sheet_report_em,announcement_pit_context,registered_pit_not_panelized,notice_lagged_latest|quarter_delta|ttm_proxy|rank_xsection|winsorize
high_value_gap,ASSET_OTHER,fundamental,False,registered_not_panelized,low,panelize_first_then_apply_registry_recommended_transforms,lagged or timestamp-safe use only,choose top fields for next panelization batch,balance_sheet_report_em,announcement_pit_context,registered_pit_not_panelized,notice_lagged_latest|quarter_delta|ttm_proxy|rank_xsection|winsorize
high_value_gap,ASSIGN_CASH_DIVIDEND,fundamental,False,registered_not_panelized,low,panelize_first_then_apply_registry_recommended_transforms,lagged or timestamp-safe use only,choose top fields for next panelization batch,balance_sheet_report_em,announcement_pit_context,registered_pit_not_panelized,notice_lagged_latest|quarter_delta|ttm_proxy|rank_xsection|winsorize
high_value_gap,AVAILABLE_SALE_FINASSET,fundamental,False,registered_not_panelized,low,panelize_first_then_apply_registry_recommended_transforms,lagged or timestamp-safe use only,choose top fields for next panelization batch,balance_sheet_report_em,announcement_pit_context,registered_pit_not_panelized,notice_lagged_latest|quarter_delta|ttm_proxy|rank_xsection|winsorize
high_value_gap,BUY_RESALE_FINASSET,fundamental,False,registered_not_panelized,low,panelize_first_then_apply_registry_recommended_transforms,lagged or timestamp-safe use only,choose top fields for next panelization batch,balance_sheet_report_em,announcement_pit_context,registered_pit_not_panelized,notice_lagged_latest|quarter_delta|ttm_proxy|rank_xsection|winsorize
high_value_gap,CONSUMPTIVE_BIOLOGICAL_ASSET,fundamental,False,registered_not_panelized,low,panelize_first_then_apply_registry_recommended_transforms,lagged or timestamp-safe use only,choose top fields for next panelization batch,balance_sheet_report_em,announcement_pit_context,registered_pit_not_panelized,notice_lagged_latest|quarter_delta|ttm_proxy|rank_xsection|winsorize
high_value_gap,CONTRACT_ASSET,fundamental,False,registered_not_panelized,low,panelize_first_then_apply_registry_recommended_transforms,lagged or timestamp-safe use only,choose top fields for next panelization batch,balance_sheet_report_em,announcement_pit_context,registered_pit_not_panelized,notice_lagged_latest|quarter_delta|ttm_proxy|rank_xsection|winsorize
high_value_gap,CONTRACT_LIAB,fundamental,False,registered_not_panelized,low,panelize_first_then_apply_registry_recommended_transforms,lagged or timestamp-safe use only,choose top fields for next panelization batch,balance_sheet_report_em,announcement_pit_context,registered_pit_not_panelized,notice_lagged_latest|quarter_delta|ttm_proxy|rank_xsection|winsorize
high_value_gap,CURRENT_ASSET_BALANCE,fundamental,False,registered_not_panelized,low,panelize_first_then_apply_registry_recommended_transforms,lagged or timestamp-safe use only,choose top fields for next panelization batch,balance_sheet_report_em,announcement_pit_context,registered_pit_not_panelized,notice_lagged_latest|quarter_delta|ttm_proxy|rank_xsection|winsorize
high_value_gap,CURRENT_ASSET_OTHER,fundamental,False,registered_not_panelized,low,panelize_first_then_apply_registry_recommended_transforms,lagged or timestamp-safe use only,choose top fields for next panelization batch,balance_sheet_report_em,announcement_pit_context,registered_pit_not_panelized,notice_lagged_latest|quarter_delta|ttm_proxy|rank_xsection|winsorize
high_value_gap,CURRENT_LIAB_BALANCE,fundamental,False,registered_not_panelized,low,panelize_first_then_apply_registry_recommended_transforms,lagged or timestamp-safe use only,choose top fields for next panelization batch,balance_sheet_report_em,announcement_pit_context,registered_pit_not_panelized,notice_lagged_latest|quarter_delta|ttm_proxy|rank_xsection|winsorize
high_value_gap,CURRENT_LIAB_OTHER,fundamental,False,registered_not_panelized,low,panelize_first_then_apply_registry_recommended_transforms,lagged or timestamp-safe use only,choose top fields for next panelization batch,balance_sheet_report_em,announcement_pit_context,registered_pit_not_panelized,notice_lagged_latest|quarter_delta|ttm_proxy|rank_xsection|winsorize
high_value_gap,DEFER_INCOME,fundamental,False,registered_not_panelized,low,panelize_first_then_apply_registry_recommended_transforms,lagged or timestamp-safe use only,choose top fields for next panelization batch,balance_sheet_report_em,announcement_pit_context,registered_pit_not_panelized,notice_lagged_latest|quarter_delta|ttm_proxy|rank_xsection|winsorize
high_value_gap,DEFER_INCOME_1YEAR,fundamental,False,registered_not_panelized,low,panelize_first_then_apply_registry_recommended_transforms,lagged or timestamp-safe use only,choose top fields for next panelization batch,balance_sheet_report_em,announcement_pit_context,registered_pit_not_panelized,notice_lagged_latest|quarter_delta|ttm_proxy|rank_xsection|winsorize
high_value_gap,DEFER_TAX_ASSET,fundamental,False,registered_not_panelized,low,panelize_first_then_apply_registry_recommended_transforms,lagged or timestamp-safe use only,choose top fields for next panelization batch,balance_sheet_report_em,announcement_pit_context,registered_pit_not_panelized,notice_lagged_latest|quarter_delta|ttm_proxy|rank_xsection|winsorize
high_value_gap,DEFER_TAX_LIAB,fundamental,False,registered_not_panelized,low,panelize_first_then_apply_registry_recommended_transforms,lagged or timestamp-safe use only,choose top fields for next panelization batch,balance_sheet_report_em,announcement_pit_context,registered_pit_not_panelized,notice_lagged_latest|quarter_delta|ttm_proxy|rank_xsection|winsorize
high_value_gap,DERIVE_FINASSET,fundamental,False,registered_not_panelized,low,panelize_first_then_apply_registry_recommended_transforms,lagged or timestamp-safe use only,choose top fields for next panelization batch,balance_sheet_report_em,announcement_pit_context,registered_pit_not_panelized,notice_lagged_latest|quarter_delta|ttm_proxy|rank_xsection|winsorize
high_value_gap,DERIVE_FINLIAB,fundamental,False,registered_not_panelized,low,panelize_first_then_apply_registry_recommended_transforms,lagged or timestamp-safe use only,choose top fields for next panelization batch,balance_sheet_report_em,announcement_pit_context,registered_pit_not_panelized,notice_lagged_latest|quarter_delta|ttm_proxy|rank_xsection|winsorize
high_value_gap,DEVELOP_EXPENSE,fundamental,False,registered_not_panelized,low,panelize_first_then_apply_registry_recommended_transforms,lagged or timestamp-safe use only,choose top fields for next panelization batch,balance_sheet_report_em,announcement_pit_context,registered_pit_not_panelized,notice_lagged_latest|quarter_delta|ttm_proxy|rank_xsection|winsorize
high_value_gap,DIV_HOLDSALE_ASSET,fundamental,False,registered_not_panelized,low,panelize_first_then_apply_registry_recommended_transforms,lagged or timestamp-safe use only,choose top fields for next panelization batch,balance_sheet_report_em,announcement_pit_context,registered_pit_not_panelized,notice_lagged_latest|quarter_delta|ttm_proxy|rank_xsection|winsorize
high_value_gap,DIV_HOLDSALE_LIAB,fundamental,False,registered_not_panelized,low,panelize_first_then_apply_registry_recommended_transforms,lagged or timestamp-safe use only,choose top fields for next panelization batch,balance_sheet_report_em,announcement_pit_context,registered_pit_not_panelized,notice_lagged_latest|quarter_delta|ttm_proxy|rank_xsection|winsorize
high_value_gap,FIXED_ASSET_DISPOSAL,fundamental,False,registered_not_panelized,low,panelize_first_then_apply_registry_recommended_transforms,lagged or timestamp-safe use only,choose top fields for next panelization batch,balance_sheet_report_em,announcement_pit_context,registered_pit_not_panelized,notice_lagged_latest|quarter_delta|ttm_proxy|rank_xsection|winsorize
high_value_gap,FVTOCI_FINASSET,fundamental,False,registered_not_panelized,low,panelize_first_then_apply_registry_recommended_transforms,lagged or timestamp-safe use only,choose top fields for next panelization batch,balance_sheet_report_em,announcement_pit_context,registered_pit_not_panelized,notice_lagged_latest|quarter_delta|ttm_proxy|rank_xsection|winsorize
high_value_gap,FVTOCI_NCFINASSET,fundamental,False,registered_not_panelized,low,panelize_first_then_apply_registry_recommended_transforms,lagged or timestamp-safe use only,choose top fields for next panelization batch,balance_sheet_report_em,announcement_pit_context,registered_pit_not_panelized,notice_lagged_latest|quarter_delta|ttm_proxy|rank_xsection|winsorize
high_value_gap,FVTPL_FINASSET,fundamental,False,registered_not_panelized,low,panelize_first_then_apply_registry_recommended_transforms,lagged or timestamp-safe use only,choose top fields for next panelization batch,balance_sheet_report_em,announcement_pit_context,registered_pit_not_panelized,notice_lagged_latest|quarter_delta|ttm_proxy|rank_xsection|winsorize
high_value_gap,FVTPL_FINLIAB,fundamental,False,registered_not_panelized,low,panelize_first_then_apply_registry_recommended_transforms,lagged or timestamp-safe use only,choose top fields for next panelization batch,balance_sheet_report_em,announcement_pit_context,registered_pit_not_panelized,notice_lagged_latest|quarter_delta|ttm_proxy|rank_xsection|winsorize
high_value_gap,HOLDSALE_ASSET,fundamental,False,registered_not_panelized,low,panelize_first_then_apply_registry_recommended_transforms,lagged or timestamp-safe use only,choose top fields for next panelization batch,balance_sheet_report_em,announcement_pit_context,registered_pit_not_panelized,notice_lagged_latest|quarter_delta|ttm_proxy|rank_xsection|winsorize
