candidate_uid,cluster_id,source_scope,source_phase,representative_expression,canonical_expression,representative_candidate_id,source_lane,field_families,operator_families,retained_by_j2,retained_by_j4_relaxed,new_vs_149_proxy,known_vs_149_reason,max_corr_to_149_registry_proxy,p90_turnover,median_turnover,cost_adjusted_score,capacity_proxy,median_amount_20d,limit_hit_rate,suspension_rate,raw_pass_count,deployable_count,champion_score,grade,discovery_strength_component,book_readiness_component,cost_proxy_component,turnover_component,capacity_component,novelty_corr_component,feasibility_component,penalties,proof_gaps,champion_decision,merged_duplicate_candidate_uids,duplicate_candidate_count,legacy_cluster_id
registry149:registry_011,registry_011,registry_149,phase3D_cumulative_previous_103,"Neg(CSRank(Mul(ZScore(Delta($close,5)),ZScore(Delta($amount,21)))))","Neg(CSRank(Mul(ZScore(Delta($close,5)),ZScore(Delta($amount,21)))))",stockpit-cem_adaptive_grammar-36177a8ef475,r0_cem_led,$amount|$close,CSRank|Delta|Mul|Neg|ZScore,False,False,False,registry_member,,,,,,,,,1,1,38.708333,C,0.325833,0.28,0.35,0.3,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_011,1,cluster_016
registry149:registry_012,registry_012,registry_149,phase3D_cumulative_previous_103,"CSRank(Mul(ZScore(Std($final_float_market_cap,5)),ZScore(Std($close,5))))","CSRank(Mul(ZScore(Std($final_float_market_cap,5)),ZScore(Std($close,5))))",stockpit-cem_adaptive_grammar-557a79f66f15,r0_cem_led,$close|$final_float_market_cap,CSRank|Mul|Std|ZScore,False,False,False,registry_member,,,,,,,,,1,1,38.708333,C,0.325833,0.28,0.35,0.3,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_012,1,cluster_017
registry149:registry_013,registry_013,registry_149,phase3D_cumulative_previous_103,"CSRank(Mul(ZScore(Std($final_float_market_cap,2)),ZScore(Std($close,34))))","CSRank(Mul(ZScore(Std($final_float_market_cap,2)),ZScore(Std($close,34))))",stockpit-cem_adaptive_grammar-148b02b5da4b,r0_cem_led,$close|$final_float_market_cap,CSRank|Mul|Std|ZScore,False,False,False,registry_member,,,,,,,,,1,1,38.708333,C,0.325833,0.28,0.35,0.3,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_013,1,cluster_018
registry149:registry_014,registry_014,registry_149,phase3D_cumulative_previous_103,"Neg(CSRank(CSResidual(CSRank(Delta($volume,8)),CSRank(Delta($close,8)))))","Neg(CSRank(CSResidual(CSRank(Delta($volume,8)),CSRank(Delta($close,8)))))",stockpit-cem_adaptive_grammar-99867d1154a3,r0_cem_led,$close|$volume,CSRank|CSResidual|Delta|Neg,False,False,False,registry_member,,,,,,,,,1,1,38.708333,C,0.325833,0.28,0.35,0.3,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_014,1,cluster_019
registry149:registry_015,registry_015,registry_149,phase3D_cumulative_previous_103,"CSRank(CSResidual(CSRank(Delta($close,8)),CSRank(Delta($amount,8))))","CSRank(CSResidual(CSRank(Delta($close,8)),CSRank(Delta($amount,8))))",stockpit-cem_adaptive_grammar-c3ee64b8f00b,r0_cem_led,$amount|$close,CSRank|CSResidual|Delta,False,False,False,registry_member,,,,,,,,,1,1,38.708333,C,0.325833,0.28,0.35,0.3,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_015,1,cluster_020
registry149:registry_016,registry_016,registry_149,phase3D_cumulative_previous_103,"CSRank(Mul(ZScore(Std($amount,21)),ZScore(Std($final_float_market_cap,8))))","CSRank(Mul(ZScore(Std($amount,21)),ZScore(Std($final_float_market_cap,8))))",stockpit-cem_adaptive_grammar-dbe4aed04209,r0_cem_led,$amount|$final_float_market_cap,CSRank|Mul|Std|ZScore,False,False,False,registry_member,,,,,,,,,1,1,38.708333,C,0.325833,0.28,0.35,0.3,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_016,1,cluster_021
registry149:registry_018,registry_018,registry_149,phase3D_cumulative_previous_103,"CSRank(Mul(ZScore(Std($close,21)),ZScore(Std($amount,5))))","CSRank(Mul(ZScore(Std($close,21)),ZScore(Std($amount,5))))",stockpit-cem_adaptive_grammar-a44aed9aa7e7,r0_cem_led,$amount|$close,CSRank|Mul|Std|ZScore,False,False,False,registry_member,,,,,,,,,1,1,38.708333,C,0.325833,0.28,0.35,0.3,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_018,1,cluster_023
registry149:registry_019,registry_019,registry_149,phase3D_cumulative_previous_103,"CSRank(Mul(ZScore(Mean($close,34)),ZScore(Mean($close,8))))","CSRank(Mul(ZScore(Mean($close,34)),ZScore(Mean($close,8))))",stockpit-cem_adaptive_grammar-253033308ac3,r0_cem_led,$close,CSRank|Mean|Mul|ZScore,False,False,False,registry_member,,,,,,,,,1,1,38.708333,C,0.325833,0.28,0.35,0.3,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_019,1,cluster_024
registry149:registry_020,registry_020,registry_149,phase3D_cumulative_previous_103,"Neg(CSRank(Mul(ZScore(Delta($amount,5)),ZScore(Delta($final_float_market_cap,2)))))","Neg(CSRank(Mul(ZScore(Delta($amount,5)),ZScore(Delta($final_float_market_cap,2)))))",stockpit-cem_adaptive_grammar-a80b77d5fc5f,r0_cem_led,$amount|$final_float_market_cap,CSRank|Delta|Mul|Neg|ZScore,False,False,False,registry_member,,,,,,,,,1,1,38.708333,C,0.325833,0.28,0.35,0.3,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_020,1,cluster_025
registry149:registry_021,registry_021,registry_149,phase3D_cumulative_previous_103,"CSRank(Mul(ZScore(Delta($close,34)),ZScore(Delta($close,34))))","CSRank(Mul(ZScore(Delta($close,34)),ZScore(Delta($close,34))))",stockpit-cem_adaptive_grammar-ae4bfdae0522,r0_cem_led,$close,CSRank|Delta|Mul|ZScore,False,False,False,registry_member,,,,,,,,,1,1,38.708333,C,0.325833,0.28,0.35,0.3,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_021,1,cluster_026
registry149:registry_022,registry_022,registry_149,phase3D_cumulative_previous_103,"CSRank(Mul(ZScore(Mean($open,8)),ZScore(Delta($vwap,11))))","CSRank(Mul(ZScore(Mean($open,8)),ZScore(Delta($vwap,11))))",phase3repair-failure_detail-duplicate_escape-6a69c0324828,ast_failure_aware_repair,$open|$vwap,CSRank|Delta|Mean|Mul|ZScore,False,False,False,registry_member,,,,,,,,,1,1,38.708333,C,0.325833,0.28,0.35,0.3,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_022,1,cluster_027
registry149:registry_023,registry_023,registry_149,phase3D_cumulative_previous_103,"Neg(CSRank(Mul(ZScore(Delta($final_float_market_cap,5)),ZScore(Delta($final_float_market_cap,21)))))","Neg(CSRank(Mul(ZScore(Delta($final_float_market_cap,5)),ZScore(Delta($final_float_market_cap,21)))))",stockpit-cem_adaptive_grammar-1f40eb616bbd,r0_cem_led,$final_float_market_cap,CSRank|Delta|Mul|Neg|ZScore,False,False,False,registry_member,,,,,,,,,1,1,38.708333,C,0.325833,0.28,0.35,0.3,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_023,1,cluster_028
registry149:registry_024,registry_024,registry_149,phase3D_cumulative_previous_103,"Neg(CSRank(CSResidual(CSRank(Std($volume,21)),CSRank(Std($final_float_market_cap,5)))))","Neg(CSRank(CSResidual(CSRank(Std($volume,21)),CSRank(Std($final_float_market_cap,5)))))",stockpit-cem_adaptive_grammar-8ffd4948c769,r0_cem_led,$final_float_market_cap|$volume,CSRank|CSResidual|Neg|Std,False,False,False,registry_member,,,,,,,,,1,1,38.708333,C,0.325833,0.28,0.35,0.3,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_024,1,cluster_030
registry149:registry_025,registry_025,registry_149,phase3D_cumulative_previous_103,"CSRank(Mul(ZScore(Mean($close,5)),ZScore(Delta($close,8))))","CSRank(Mul(ZScore(Mean($close,5)),ZScore(Delta($close,8))))",phase3repair-failure_detail-duplicate_escape-59cc6315adb3,ast_failure_aware_repair,$close,CSRank|Delta|Mean|Mul|ZScore,False,False,False,registry_member,,,,,,,,,1,1,38.708333,C,0.325833,0.28,0.35,0.3,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_025,1,cluster_031
registry149:registry_026,registry_026,registry_149,phase3D_cumulative_previous_103,"CSRank(Mul(ZScore(Delta($final_float_market_cap,34)),ZScore(Delta($close,21))))","CSRank(Mul(ZScore(Delta($final_float_market_cap,34)),ZScore(Delta($close,21))))",stockpit-cem_adaptive_grammar-e776378a5a65,r0_cem_led,$close|$final_float_market_cap,CSRank|Delta|Mul|ZScore,False,False,False,registry_member,,,,,,,,,1,1,38.708333,C,0.325833,0.28,0.35,0.3,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_026,1,cluster_032
registry149:registry_027,registry_027,registry_149,phase3D_cumulative_previous_103,"CSRank(Mul(ZScore(Mean($close,34)),ZScore(Delta($close,17))))","CSRank(Mul(ZScore(Mean($close,34)),ZScore(Delta($close,17))))",phase3repair-direct_quota_rejected-duplicate_escape-9a04fa99a7ca,replay_aware_residual,$close,CSRank|Delta|Mean|Mul|ZScore,False,False,False,registry_member,,,,,,,,,1,1,38.708333,C,0.325833,0.28,0.35,0.3,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_027,1,cluster_033
registry149:registry_028,registry_028,registry_149,phase3D_cumulative_previous_103,"CSRank(CSResidual(CSRank($amount),CSRank($volume)))","CSRank(CSResidual(CSRank($amount),CSRank($volume)))",stockpit-cem_adaptive_grammar-ac280b97bfd0,replay_aware_residual,$amount|$volume,CSRank|CSResidual,False,False,False,registry_member,,,,,,,,,1,1,38.708333,C,0.325833,0.28,0.35,0.3,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_028,1,cluster_034
registry149:registry_029,registry_029,registry_149,phase3D_cumulative_previous_103,"Neg(CSRank(CSResidual(CSRank(Mean(Abs($final_float_market_cap),21)),CSRank(Mean(Abs($close),34)))))","Neg(CSRank(CSResidual(CSRank(Mean(Abs($final_float_market_cap),21)),CSRank(Mean(Abs($close),34)))))",stockpit-cem_adaptive_grammar-80b0c644a304,r0_cem_led,$close|$final_float_market_cap,Abs|CSRank|CSResidual|Mean|Neg,False,False,False,registry_member,,,,,,,,,1,1,38.708333,C,0.325833,0.28,0.35,0.3,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_029,1,cluster_035
registry149:registry_030,registry_030,registry_149,phase3D_cumulative_previous_103,"Neg(CSRank(Mul(ZScore(Delta($final_float_market_cap,5)),ZScore(Delta($close,21)))))","Neg(CSRank(Mul(ZScore(Delta($final_float_market_cap,5)),ZScore(Delta($close,21)))))",stockpit-cem_adaptive_grammar-08eefe9806ba,r0_cem_led,$close|$final_float_market_cap,CSRank|Delta|Mul|Neg|ZScore,False,False,False,registry_member,,,,,,,,,1,1,38.708333,C,0.325833,0.28,0.35,0.3,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,phase3k_b_fresh:s51_cluster_013|registry149:registry_030,2,cluster_036
registry149:registry_031,registry_031,registry_149,phase3D_cumulative_previous_103,"CSRank(CSResidual(CSRank(Neg(CSRank(Mean(Abs($ret),13)))),CSRank(Neg(CSRank(Mean(Abs($ret),21))))))","CSRank(CSResidual(CSRank(Neg(CSRank(Mean(Abs($ret),13)))),CSRank(Neg(CSRank(Mean(Abs($ret),21))))))",stockpit-ast_evolutionary_mutation-9cc9fb9d45f6,r0_cem_led,$ret,Abs|CSRank|CSResidual|Mean|Neg,False,False,False,registry_member,,,,,,,,,1,1,38.708333,C,0.325833,0.28,0.35,0.3,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_031,1,cluster_037
registry149:registry_032,registry_032,registry_149,phase3D_cumulative_previous_103,"Neg(CSRank(Std($volume,34)))","Neg(CSRank(Std($volume,34)))",stockpit-cem_adaptive_grammar-8bf0a8b08355,r0_cem_led,$volume,CSRank|Neg|Std,False,False,False,registry_member,,,,,,,,,1,1,38.708333,C,0.325833,0.28,0.35,0.3,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_032,1,cluster_038
registry149:registry_033,registry_033,registry_149,phase3D_cumulative_previous_103,"CSRank(Mul(ZScore(Neg(CSRank(Mean(Abs($ret),2)))),ZScore(CSRank(Mean(Abs($ret),8)))))","CSRank(Mul(ZScore(Neg(CSRank(Mean(Abs($ret),2)))),ZScore(CSRank(Mean(Abs($ret),8)))))",stockpit-ast_evolutionary_mutation-fc0abf958798,r0_cem_led,$ret,Abs|CSRank|Mean|Mul|Neg|ZScore,False,False,False,registry_member,,,,,,,,,1,1,38.708333,C,0.325833,0.28,0.35,0.3,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_033,1,cluster_039
registry149:registry_034,registry_034,registry_149,phase3D_cumulative_previous_103,"CSRank(Mul(ZScore(Mean(Abs($volume),8)),ZScore(Mean(Abs($close),8))))","CSRank(Mul(ZScore(Mean(Abs($volume),8)),ZScore(Mean(Abs($close),8))))",stockpit-cem_adaptive_grammar-c4e03ce60567,r0_cem_led,$close|$volume,Abs|CSRank|Mean|Mul|ZScore,False,False,False,registry_member,,,,,,,,,1,1,38.708333,C,0.325833,0.28,0.35,0.3,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_034,1,cluster_040
registry149:registry_035,registry_035,registry_149,phase3D_cumulative_previous_103,"CSRank(CSResidual(CSRank(CSRank(Mom($close,21))),CSRank(Neg(CSRank(Mom($close,13))))))","CSRank(CSResidual(CSRank(CSRank(Mom($close,21))),CSRank(Neg(CSRank(Mom($close,13))))))",stockpit-ast_evolutionary_mutation-36a13a40253b,r0_cem_led,$close,CSRank|CSResidual|Mom|Neg,False,False,False,registry_member,,,,,,,,,1,1,38.708333,C,0.325833,0.28,0.35,0.3,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_035,1,cluster_044
registry149:registry_036,registry_036,registry_149,phase3D_cumulative_previous_103,"Neg(CSRank(Mul(ZScore(Mean(Abs($volume),8)),ZScore(Mean(Abs($amount),5)))))","Neg(CSRank(Mul(ZScore(Mean(Abs($volume),8)),ZScore(Mean(Abs($amount),5)))))",stockpit-cem_adaptive_grammar-0180242ca2b8,r0_cem_led,$amount|$volume,Abs|CSRank|Mean|Mul|Neg|ZScore,False,False,False,registry_member,,,,,,,,,1,1,38.708333,C,0.325833,0.28,0.35,0.3,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_036,1,cluster_045
registry149:registry_037,registry_037,registry_149,phase3D_cumulative_previous_103,"CSRank(CSResidual(CSRank(Delta($close,21)),CSRank(Delta($final_float_market_cap,5))))","CSRank(CSResidual(CSRank(Delta($close,21)),CSRank(Delta($final_float_market_cap,5))))",stockpit-cem_adaptive_grammar-0cb55f26314f,r0_cem_led,$close|$final_float_market_cap,CSRank|CSResidual|Delta,False,False,False,registry_member,,,,,,,,,1,1,38.708333,C,0.325833,0.28,0.35,0.3,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_037,1,cluster_046
registry149:registry_038,registry_038,registry_149,phase3D_cumulative_previous_103,"CSRank(Sub(Mean($close,17),Mean($close,34)))","CSRank(Sub(Mean($close,17),Mean($close,34)))",phase3repair-failure_detail-operator_sanitize-1a6d0fab97f5,replay_aware_residual,$close,CSRank|Mean|Sub,False,False,False,registry_member,,,,,,,,,1,1,38.708333,C,0.325833,0.28,0.35,0.3,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_038,1,cluster_049
registry149:registry_039,registry_039,registry_149,phase3D_cumulative_previous_103,"CSRank(CSResidual(CSRank(CSRank(Mom($close,13))),CSRank(Neg(CSRank(Mom($close,3))))))","CSRank(CSResidual(CSRank(CSRank(Mom($close,13))),CSRank(Neg(CSRank(Mom($close,3))))))",stockpit-ast_evolutionary_mutation-951d371f3fce,r0_cem_led,$close,CSRank|CSResidual|Mom|Neg,False,False,False,registry_member,,,,,,,,,1,1,38.708333,C,0.325833,0.28,0.35,0.3,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_039,1,cluster_052
registry149:registry_040,registry_040,registry_149,phase3D_cumulative_previous_103,"Neg(CSRank(Mul(ZScore(Std($volume,34)),ZScore(Std($final_float_market_cap,8)))))","Neg(CSRank(Mul(ZScore(Std($volume,34)),ZScore(Std($final_float_market_cap,8)))))",stockpit-cem_adaptive_grammar-f27f68dd4c12,r0_cem_led,$final_float_market_cap|$volume,CSRank|Mul|Neg|Std|ZScore,False,False,False,registry_member,,,,,,,,,1,1,38.708333,C,0.325833,0.28,0.35,0.3,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_040,1,cluster_054
registry149:registry_041,registry_041,registry_149,phase3D_cumulative_previous_103,"Neg(CSRank(Mul(ZScore(Std($volume,2)),ZScore(Std($amount,34)))))","Neg(CSRank(Mul(ZScore(Std($volume,2)),ZScore(Std($amount,34)))))",stockpit-cem_adaptive_grammar-e7143aa623d9,r0_cem_led,$amount|$volume,CSRank|Mul|Neg|Std|ZScore,False,False,False,registry_member,,,,,,,,,1,1,38.708333,C,0.325833,0.28,0.35,0.3,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_041,1,cluster_059
registry149:registry_042,registry_042,registry_149,phase3D_cumulative_previous_103,"Neg(CSRank(Mul(ZScore(Mean($final_float_market_cap,8)),ZScore(Mean($final_float_market_cap,34)))))","Neg(CSRank(Mul(ZScore(Mean($final_float_market_cap,8)),ZScore(Mean($final_float_market_cap,34)))))",stockpit-cem_adaptive_grammar-2fe9747afab0,r0_cem_led,$final_float_market_cap,CSRank|Mean|Mul|Neg|ZScore,False,False,False,registry_member,,,,,,,,,1,1,38.708333,C,0.325833,0.28,0.35,0.3,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_042,1,cluster_060
registry149:registry_043,registry_043,registry_149,phase3D_cumulative_previous_103,"CSRank(Mul(ZScore($open),Corr($close,Mom($final_float_market_cap,13),5)))","CSRank(Mul(ZScore($open),Corr($close,Mom($final_float_market_cap,13),5)))",agnostic-freeform-b941522c10ee,agnostic_freeform_ast,$close|$final_float_market_cap|$open,CSRank|Corr|Mom|Mul|ZScore,False,False,False,registry_member,,,,,,,,,1,1,38.708333,C,0.325833,0.28,0.35,0.3,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_043,1,phase3c_cluster_001
registry149:registry_044,registry_044,registry_149,phase3D_cumulative_previous_103,"CSRank(Mul(ZScore(Mean(Abs(Delta($amount,1)),8)),Mul(ZScore($open),CSRank($high))))","CSRank(Mul(ZScore(Mean(Abs(Delta($amount,1)),8)),Mul(ZScore($open),CSRank($high))))",agnostic-freeform-48c8ab0de23a,agnostic_freeform_ast,$amount|$high|$open,Abs|CSRank|Delta|Mean|Mul|ZScore,False,False,False,registry_member,,,,,,,,,1,1,38.708333,C,0.325833,0.28,0.35,0.3,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_044,1,phase3c_cluster_004
registry149:registry_045,registry_045,registry_149,phase3D_cumulative_previous_103,"CSRank(Mul(CSRank(Mul(ZScore(Delta($close,21)),ZScore(Delta($final_float_market_cap,1)))),ZScore(Mean(Abs(Delta($close,1)),20))))","CSRank(Mul(CSRank(Mul(ZScore(Delta($close,21)),ZScore(Delta($final_float_market_cap,1)))),ZScore(Mean(Abs(Delta($close,1)),20))))",fgv2-repair-add_state_gate-6c729348bc,formula_gen_v2_repair_expansion,$close|$final_float_market_cap,Abs|CSRank|Delta|Mean|Mul|ZScore,False,False,False,registry_member,,,,,,,,,1,1,38.708333,C,0.325833,0.28,0.35,0.3,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_045,1,phase3c_cluster_007
registry149:registry_046,registry_046,registry_149,phase3D_cumulative_previous_103,"CSRank(Sub(ZScore(Mean($amount,20)),ZScore(Mean($amount,2))))","CSRank(Sub(ZScore(Mean($amount,20)),ZScore(Mean($amount,2))))",fgv2-ablation-S-5531bb1349,formula_gen_v2_defined,$amount,CSRank|Mean|Sub|ZScore,False,False,False,registry_member,,,,,,,,,1,1,38.708333,C,0.325833,0.28,0.35,0.3,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_046,1,phase3c_cluster_010
registry149:registry_047,registry_047,registry_149,phase3D_cumulative_previous_103,"CSRank(Mul(ZScore(Mean($amount,13)),Mul(CSRank(Std($open,3)),ZScore(Mean(Abs(Delta($vwap,1)),8)))))","CSRank(Mul(ZScore(Mean($amount,13)),Mul(CSRank(Std($open,3)),ZScore(Mean(Abs(Delta($vwap,1)),8)))))",agnostic-freeform-3ce087915437,agnostic_freeform_ast,$amount|$open|$vwap,Abs|CSRank|Delta|Mean|Mul|Std|ZScore,False,False,False,registry_member,,,,,,,,,1,1,38.708333,C,0.325833,0.28,0.35,0.3,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_047,1,phase3c_cluster_011
registry149:registry_048,registry_048,registry_149,phase3D_cumulative_previous_103,"CSRank(Add(CSRank(Delta($final_float_market_cap,34)),CSRank($high)))","CSRank(Add(CSRank(Delta($final_float_market_cap,34)),CSRank($high)))",agnostic-freeform-2d03e786509e,agnostic_freeform_ast,$final_float_market_cap|$high,Add|CSRank|Delta,False,False,False,registry_member,,,,,,,,,1,1,38.708333,C,0.325833,0.28,0.35,0.3,0.3,0.55,1.0,,subperiod_stability_not_yet_audited|sign_flip_placebo_not_yet_audited|low_order_ablation_not_yet_audited|daily_book_readiness_metrics_incomplete,REGISTRY_ONLY_OR_REJECT_FOR_CHAMPION,registry149:registry_048,1,phase3c_cluster_013
