field,route,true_1min_status,reason,available_after,formula_usage_count
ctx_fulla_ps_convert_diff,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_convert_diff_yoy,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_credit_impairment_income,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_credit_impairment_income_yoy,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_deduct_parent_netprofit,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_deduct_parent_netprofit_yoy,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_diluted_eps,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_diluted_eps_yoy,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_fairvalue_change_income,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_fairvalue_change_income_yoy,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_fe_interest_expense,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_fe_interest_expense_yoy,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_fe_interest_income,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_fe_interest_income_yoy,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_finance_expense,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,3
ctx_fulla_ps_finance_expense_yoy,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_income_tax,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_income_tax_yoy,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_invest_income,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_invest_income_yoy,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_invest_joint_income,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_invest_joint_income_yoy,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_manage_expense,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,3
ctx_fulla_ps_manage_expense_yoy,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_minority_interest,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_minority_interest_yoy,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_minority_oci,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_minority_oci_yoy,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_minority_tci,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_minority_tci_yoy,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_netprofit,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,3
ctx_fulla_ps_netprofit_yoy,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_nonbusiness_expense,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_nonbusiness_expense_yoy,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_nonbusiness_income,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_nonbusiness_income_yoy,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_operate_cost,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,3
ctx_fulla_ps_operate_cost_yoy,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_operate_income,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_operate_income_yoy,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_operate_profit,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,3
ctx_fulla_ps_operate_profit_balance,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_operate_profit_yoy,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_operate_tax_add,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_operate_tax_add_yoy,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_other_compre_income,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_other_compre_income_yoy,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_other_income,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_other_income_yoy,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_otherright_fairvalue_change,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_otherright_fairvalue_change_yoy,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_parent_netprofit,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,3
ctx_fulla_ps_parent_netprofit_yoy,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_parent_oci,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_parent_oci_yoy,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_parent_tci,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_parent_tci_yoy,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_research_expense,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,3
ctx_fulla_ps_research_expense_yoy,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_rightlaw_able_oci,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_rightlaw_able_oci_yoy,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_sale_expense,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,3
ctx_fulla_ps_sale_expense_yoy,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_total_compre_income,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_total_compre_income_yoy,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_total_operate_cost,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_total_operate_cost_yoy,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_total_operate_income,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,11
ctx_fulla_ps_total_operate_income_yoy,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_total_profit,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,3
ctx_fulla_ps_total_profit_balance,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_total_profit_yoy,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_unable_oci,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fulla_ps_unable_oci_yoy,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_fund_bs_cash_to_assets,nonminute_pit_context,lagged_context_sidecar_allowed,NOTICE/HOLD_NOTICE date plus next trading day,true_after_notice_date,61
ctx_fund_bs_debt_to_assets,nonminute_pit_context,lagged_context_sidecar_allowed,NOTICE/HOLD_NOTICE date plus next trading day,true_after_notice_date,4
ctx_fund_bs_goodwill_to_assets,nonminute_pit_context,lagged_context_sidecar_allowed,NOTICE/HOLD_NOTICE date plus next trading day,true_after_notice_date,4
ctx_fund_bs_inventory_to_assets,nonminute_pit_context,lagged_context_sidecar_allowed,NOTICE/HOLD_NOTICE date plus next trading day,true_after_notice_date,4
ctx_fund_cf_end_cce,nonminute_pit_context,lagged_context_sidecar_allowed,NOTICE/HOLD_NOTICE date plus next trading day,true_after_notice_date,4
ctx_fund_cf_netcash_finance,nonminute_pit_context,lagged_context_sidecar_allowed,NOTICE/HOLD_NOTICE date plus next trading day,true_after_notice_date,4
ctx_fund_cf_netcash_invest,nonminute_pit_context,lagged_context_sidecar_allowed,NOTICE/HOLD_NOTICE date plus next trading day,true_after_notice_date,4
ctx_fund_cf_total_operate_inflow,nonminute_pit_context,lagged_context_sidecar_allowed,NOTICE/HOLD_NOTICE date plus next trading day,true_after_notice_date,4
ctx_fund_cf_total_operate_outflow,nonminute_pit_context,lagged_context_sidecar_allowed,NOTICE/HOLD_NOTICE date plus next trading day,true_after_notice_date,4
ctx_fund_ps_netprofit_margin,nonminute_pit_context,lagged_context_sidecar_allowed,NOTICE/HOLD_NOTICE date plus next trading day,true_after_notice_date,61
ctx_fund_ps_operate_profit_margin,nonminute_pit_context,lagged_context_sidecar_allowed,NOTICE/HOLD_NOTICE date plus next trading day,true_after_notice_date,61
ctx_fund_ps_research_to_income,nonminute_pit_context,lagged_context_sidecar_allowed,NOTICE/HOLD_NOTICE date plus next trading day,true_after_notice_date,61
ctx_holder_avg_market_cap,nonminute_pit_context,lagged_context_sidecar_allowed,NOTICE/HOLD_NOTICE date plus next trading day,true_after_notice_date,4
ctx_holder_change_shares,nonminute_pit_context,lagged_context_sidecar_allowed,NOTICE/HOLD_NOTICE date plus next trading day,true_after_notice_date,13
ctx_holder_close_price,nonminute_pit_context,lagged_context_sidecar_allowed,NOTICE/HOLD_NOTICE date plus next trading day,true_after_notice_date,4
ctx_holder_holder_num,nonminute_pit_context,lagged_context_sidecar_allowed,NOTICE/HOLD_NOTICE date plus next trading day,true_after_notice_date,4
ctx_holder_holder_num_change,nonminute_pit_context,lagged_context_sidecar_allowed,NOTICE/HOLD_NOTICE date plus next trading day,true_after_notice_date,4
ctx_holder_holder_num_ratio,nonminute_pit_context,lagged_context_sidecar_allowed,NOTICE/HOLD_NOTICE date plus next trading day,true_after_notice_date,4
ctx_holder_interval_chrate,nonminute_pit_context,lagged_context_sidecar_allowed,NOTICE/HOLD_NOTICE date plus next trading day,true_after_notice_date,4
ctx_holder_pre_holder_num,nonminute_pit_context,lagged_context_sidecar_allowed,NOTICE/HOLD_NOTICE date plus next trading day,true_after_notice_date,4
ctx_mkt_updown_dt,nonminute_pit_context,blocked_or_context_only,source date plus next trading day,true_lagged_only,4
ctx_mkt_updown_q_zrcs,nonminute_pit_context,blocked_or_context_only,source date plus next trading day,true_lagged_only,4
ctx_mkt_updown_q_zrtj,nonminute_pit_context,blocked_or_context_only,source date plus next trading day,true_lagged_only,4
ctx_mkt_updown_s_zrcs,nonminute_pit_context,blocked_or_context_only,source date plus next trading day,true_lagged_only,4
ctx_mkt_updown_s_zrtj,nonminute_pit_context,blocked_or_context_only,source date plus next trading day,true_lagged_only,4
ctx_mkt_updown_sjdt,nonminute_pit_context,blocked_or_context_only,source date plus next trading day,true_lagged_only,4
ctx_mkt_updown_sjzt,nonminute_pit_context,blocked_or_context_only,source date plus next trading day,true_lagged_only,4
ctx_mkt_updown_stdt,nonminute_pit_context,blocked_or_context_only,source date plus next trading day,true_lagged_only,4
ctx_mkt_updown_stzt,nonminute_pit_context,blocked_or_context_only,source date plus next trading day,true_lagged_only,4
ctx_mkt_updown_szjs,nonminute_pit_context,blocked_or_context_only,source date plus next trading day,true_lagged_only,4
ctx_mkt_updown_xdjs,nonminute_pit_context,blocked_or_context_only,source date plus next trading day,true_lagged_only,4
ctx_mkt_updown_zt,nonminute_pit_context,blocked_or_context_only,source date plus next trading day,true_lagged_only,4
ctx_rzrq_rqjmg,nonminute_pit_context,blocked_or_context_only,source date plus next trading day,true_lagged_only,6
ctx_rzrq_rqjmg10d,nonminute_pit_context,blocked_or_context_only,source date plus next trading day,true_lagged_only,6
ctx_rzrq_rqjmg3d,nonminute_pit_context,blocked_or_context_only,source date plus next trading day,true_lagged_only,6
ctx_rzrq_rqjmg5d,nonminute_pit_context,blocked_or_context_only,source date plus next trading day,true_lagged_only,6
ctx_rzrq_rqmcl,nonminute_pit_context,blocked_or_context_only,source date plus next trading day,true_lagged_only,6
ctx_rzrq_rqmcl10d,nonminute_pit_context,blocked_or_context_only,source date plus next trading day,true_lagged_only,6
ctx_rzrq_rqmcl3d,nonminute_pit_context,blocked_or_context_only,source date plus next trading day,true_lagged_only,6
ctx_rzrq_rqmcl5d,nonminute_pit_context,blocked_or_context_only,source date plus next trading day,true_lagged_only,6
ctx_rzrq_rqye,nonminute_pit_context,blocked_or_context_only,source date plus next trading day,true_lagged_only,6
ctx_rzrq_rzche,nonminute_pit_context,blocked_or_context_only,source date plus next trading day,true_lagged_only,6
ctx_rzrq_rzche10d,nonminute_pit_context,blocked_or_context_only,source date plus next trading day,true_lagged_only,6
ctx_rzrq_rzche3d,nonminute_pit_context,blocked_or_context_only,source date plus next trading day,true_lagged_only,6
ctx_rzrq_rzche5d,nonminute_pit_context,blocked_or_context_only,source date plus next trading day,true_lagged_only,6
ctx_rzrq_rzjme,nonminute_pit_context,blocked_or_context_only,source date plus next trading day,true_lagged_only,6
ctx_rzrq_rzjme10d,nonminute_pit_context,blocked_or_context_only,source date plus next trading day,true_lagged_only,6
ctx_rzrq_rzjme3d,nonminute_pit_context,blocked_or_context_only,source date plus next trading day,true_lagged_only,6
ctx_rzrq_rzjme5d,nonminute_pit_context,blocked_or_context_only,source date plus next trading day,true_lagged_only,6
ctx_rzrq_rzmre,nonminute_pit_context,blocked_or_context_only,source date plus next trading day,true_lagged_only,6
ctx_rzrq_rzyezb,nonminute_pit_context,blocked_or_context_only,source date plus next trading day,true_lagged_only,10
ctx_rzrq_spj,nonminute_pit_context,blocked_or_context_only,source date plus next trading day,true_lagged_only,10
ctx_rzrq_zdf,nonminute_pit_context,blocked_or_context_only,source date plus next trading day,true_lagged_only,10
ctx_sent_bigleg_num,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_sent_damian_num,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,7
ctx_sent_ditian_num,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_sent_down_num,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,4
ctx_sent_downlimit_num,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,8
ctx_sent_fb_num,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_sent_gt5_num,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_sent_lb_2_num,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,3
ctx_sent_lb_3_num,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,3
ctx_sent_lb_h_num,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_sent_lt5_num,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_sent_max_lb_num,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,7
ctx_sent_mian_num,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_sent_second_lb_num,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_sent_tiandi_num,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_sent_up_num,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,4
ctx_sent_uplimit_n_num,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_sent_uplimit_num,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,9
ctx_sent_zb_num,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,7
ctx_ths_hot_circulation_value,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,3
ctx_ths_hot_last_pct,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,3
ctx_ths_hot_last_price,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_ths_hot_rank,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,7
ctx_ths_hot_rank_diff,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,7
ctx_zls_circulation_value_lag1,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_zls_down_num_lag1,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,1
ctx_zls_downlimit_num_lag1,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,3
ctx_zls_evt_amount_lag1,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,5
ctx_zls_evt_auction_money_lag1,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,3
ctx_zls_evt_auction_offer_lag1,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,1
ctx_zls_evt_auction_turnover_lag1,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,3
ctx_zls_evt_fd_close_lag1,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,4
ctx_zls_evt_fd_max_lag1,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,3
ctx_zls_evt_up_limit_keep_times_lag1,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,3
ctx_zls_last_pct_lag1,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,1
ctx_zls_lb_2_num_lag1,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,3
ctx_zls_lb_3_num_lag1,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,3
ctx_zls_lb_h_num_lag1,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,3
ctx_zls_lbgd_lag1,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_zls_max_lb_num_lag1,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,3
ctx_zls_rank_diff_lag1,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,1
ctx_zls_rank_lag1,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,3
ctx_zls_strong_lag1,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
ctx_zls_up_num_lag1,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,1
ctx_zls_uplimit_num_lag1,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,5
ctx_zls_zb_num_lag1,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,5
ctx_zls_ztjs_lag1,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,2
daily_ret,current_daily_or_derived_panel_only,requires_route_mapping_or_rederivation,present in current diagnostic panel but not in raw 1min/field contracts,,32
evt_limit_fengdan_money_last_by_0930,timestamped_event_availability_feature,event_state_only_requires_availability_guard,event/cutoff feature may be used after its encoded observable time; not ordinary frequency segmentation,09:30,14
evt_limit_fengdan_money_last_by_0935,timestamped_event_availability_feature,event_state_only_requires_availability_guard,event/cutoff feature may be used after its encoded observable time; not ordinary frequency segmentation,09:35,14
evt_limit_fengdan_money_last_by_1000,timestamped_event_availability_feature,event_state_only_requires_availability_guard,event/cutoff feature may be used after its encoded observable time; not ordinary frequency segmentation,10:00,14
evt_limit_fengdan_money_last_by_1130,timestamped_event_availability_feature,event_state_only_requires_availability_guard,event/cutoff feature may be used after its encoded observable time; not ordinary frequency segmentation,11:30,14
evt_limit_fengdan_money_last_by_1430,timestamped_event_availability_feature,event_state_only_requires_availability_guard,event/cutoff feature may be used after its encoded observable time; not ordinary frequency segmentation,14:30,2
evt_limit_fengdan_rate_last_by_0930,timestamped_event_availability_feature,event_state_only_requires_availability_guard,event/cutoff feature may be used after its encoded observable time; not ordinary frequency segmentation,09:30,8
evt_limit_fengdan_rate_last_by_0935,timestamped_event_availability_feature,event_state_only_requires_availability_guard,event/cutoff feature may be used after its encoded observable time; not ordinary frequency segmentation,09:35,8
evt_limit_fengdan_rate_last_by_1000,timestamped_event_availability_feature,event_state_only_requires_availability_guard,event/cutoff feature may be used after its encoded observable time; not ordinary frequency segmentation,10:00,8
evt_limit_fengdan_rate_last_by_1130,timestamped_event_availability_feature,event_state_only_requires_availability_guard,event/cutoff feature may be used after its encoded observable time; not ordinary frequency segmentation,11:30,8
evt_uplimit_amount,timestamped_event_availability_feature,event_state_only_requires_availability_guard,event/cutoff feature may be used after its encoded observable time; not ordinary frequency segmentation,after_event_observable_time,6
evt_uplimit_auction_buy,timestamped_event_availability_feature,event_state_only_requires_availability_guard,event/cutoff feature may be used after its encoded observable time; not ordinary frequency segmentation,after_event_observable_time,3
evt_uplimit_auction_money,timestamped_event_availability_feature,event_state_only_requires_availability_guard,event/cutoff feature may be used after its encoded observable time; not ordinary frequency segmentation,after_event_observable_time,3
evt_uplimit_auction_offer,timestamped_event_availability_feature,event_state_only_requires_availability_guard,event/cutoff feature may be used after its encoded observable time; not ordinary frequency segmentation,after_event_observable_time,3
evt_uplimit_auction_pre1max_ratio,timestamped_event_availability_feature,event_state_only_requires_availability_guard,event/cutoff feature may be used after its encoded observable time; not ordinary frequency segmentation,after_event_observable_time,7
evt_uplimit_auction_turnover,timestamped_event_availability_feature,event_state_only_requires_availability_guard,event/cutoff feature may be used after its encoded observable time; not ordinary frequency segmentation,after_event_observable_time,3
